,DataSetName,SiteName,SiteCode,SiteId,Latitude,Longitude,DATUM,PEARSEDA,SiteType
215,Lab2020Salmon,Grand Bank Brook,GDB,GDB20-1,47.1011,-55.7507,,,
216,Lab2020Salmon,Grand Bay River,GRB,GRB20-1,47.6019,-59.1563,,,
217,Lab2020Salmon,Grand Codroy River,GCR,GCR20-1,47.841,-59.2032,,,
218,Lab2020Salmon,"Grand Pond, Plum Point",GPP,GPP20-1,51.08734000000001,-56.86154000000001,,,
219,Lab2020Salmon,Grandy Brook,GYB,GYB20-1,47.6441,-57.6731,,,
220,Lab2020Salmon,Grandys Brook,GSB,GSB20-1,47.6217,-58.8431,,,
221,Lab2020Salmon,Great Barasway Brook,GBB,GBB20-1,47.1276,-54.0697,,,
222,Lab2020Salmon,Grey River,GRR,GRR20-1,47.6844,-57.0086,,,
223,Lab2020Salmon,Hampden River,HRR,HRR20-1,49.5406,-56.8712,,,
224,Lab2020Salmon,Heart's Delight Brook,HDB,HDB20-1,47.7712,-53.4686,,,
225,Lab2020Salmon,Indian Bay Brook,IBB,IBB20-1,49.0399,-53.8799,,,
226,Lab2020Salmon,Isle aux Morts River,IMR,IMR20-1,47.5946,-59.0058,,,
227,Lab2020Salmon,Kelly Brook,KBB,KBB20-1,47.6512,-57.5505,,,
228,Lab2020Salmon,Kings Harbour Brook,KHB,KHB20-1,47.6434,-57.5759,,,
229,Lab2020Salmon,La Poile River,LPR,LPR20-1,47.7989,-58.3209,,,
230,Lab2020Salmon,Little Brook Pond,LBP,LBP20-1,50.55356,-57.37507,,,
231,Lab2020Salmon,Little Codroy River,LCR,LCR20-1,47.7709,-59.2691,,,
232,Lab2020Salmon,Little River,LRR,LRR20-1,47.8504,-55.6996,,,
233,Lab2020Salmon,Little Salmonier River (St. Marys Bay),LSB,LSB20-1,47.0374,-53.7499,,,
234,Lab2020Salmon,"Manuals, Goose Arm, Bay of Islands",MGI,MGI20-1,49.11147,-57.96041999999999,,,
235,Lab2020Salmon,Middle Brook,MBR,MBR20-1,47.6478,-57.8261,,,
236,Lab2020Salmon,Middle Brook (Port Blandford),MBB,MBB20-1,48.3565,-54.1633,,,
237,Lab2020Salmon,Musgrave Harbour,MHH,MHH20-1,49.44822,-53.94281,,,
238,Lab2020Salmon,New Bay River (Leamington River),NBR,NBR20-1,49.322,-55.3988,,,
239,Lab2020Salmon,"Noel's Pond, Stephenville",NPS,NPS20-1,48.55762,-58.53517,,,
240,Lab2020Salmon,North Arm River ( Holyrood),NAR,NAR20-1,47.3934,-53.157,,,
241,Lab2020Salmon,Northeast River (Fortune Bay),NRB,NRB20-1,47.73909,-55.35797,,,
242,Lab2020Salmon,Northwest Brook (Bay le Moine),NBM,NBM20-1,47.6764,-58.6036,,,
243,Lab2020Salmon,Northwest Brook (Garcia Bay),NBG,NBG20-1,47.7013,-58.5692,,,
244,Lab2020Salmon,Northwest River (Fortune Bay),NRF,NRF20-1,47.7484,-55.39529,,,
245,Lab2020Salmon,Parker River,PRR,PRR20-1,51.4972,-55.7322,,,
246,Lab2020Salmon,Pipers Hole River,PHR,PHR20-1,47.93259000000001,-54.27274,,,
247,Lab2020Salmon,Renews River,RRR,RRR20-1,46.9339,-52.9526,,,
248,Lab2020Salmon,Riverhead Brook (West R.) Halls Bay,RBW,RBW20-1,49.4254,-56.1361,,,
249,Lab2020Salmon,Salmon Cove River (Trinity Bay),SCR,SCR20-1,48.3934,-53.3053,,,
250,Lab2020Salmon,Salmonier Brook (Hermitage Bay),SBH,SBH20-1,47.6846,-55.6779,,,
251,Lab2020Salmon,Salmonier River ( Lamaline),SRL,SRL20-1,46.8734,-55.7743,,,
252,Lab2020Salmon,Salmonier River (St. Marys Bay),SRM,SRM20-1,47.1657,-53.4512,,,
253,Lab2020Salmon,Ship Harbour Brook,SHB,SHB20-1,47.3509,-53.8756,,,
254,Lab2020Salmon,Shoal Harbour River,SHR,SHR20-1,48.1822,-53.9862,,,
255,Lab2020Salmon,Simm's Brook,SIM,SIM20-1,47.67157,-55.47746,,,
256,Lab2020Salmon,Slants River (Stanford),SRS,SRS20-1,49.9522,-57.7541,,,
257,Lab2020Salmon,Small Brook Entering Pinchgut Lake,SBE,SBE20-1,48.80192,-58.01081,,,
258,Lab2020Salmon,Southeast Brook (Baie D'espoir),SBD,SBD20-1,47.9211,-55.743,,,
259,Lab2020Salmon,Spread Eagle River,SER,SER20-1,47.5266,-53.6074,,,
260,Lab2020Salmon,"St. John's, Quidi Vidi Lake",SJL,SJL20-1,47.58092,-52.69009000000001,,,
261,Lab2020Salmon,Ste. Genevieve River,SGR,SGR20-1,51.1371,-56.7936,,,
262,Lab2020Salmon,Tailrace Brook,TBR,TBR20-1,48.0054,-55.78633000000001,,,
263,Lab2020Salmon,Terra Nova River,TNR,TNR20-1,48.6688,-54.0042,,,
264,Lab2020Salmon,Terrenceville Brook,TRB,TRB20-1,47.6746,-54.6978,,,
265,Lab2020Salmon,The Gorge Brook,TGB,TGB20-1,47.659489,-56.705224,,,
266,Lab2020Salmon,Tides Brook,TBB,TBB20-1,47.1387,-55.2314,,,
267,Lab2020Salmon,Tommy's Arm River,TAR,TAR20-1,49.4649,-55.805,,,
268,Lab2020Salmon,Trout River,TRR,TRR20-1,49.4784,-58.1286,,,
269,Lab2020Salmon,White Bear River,WBR,WBR20-1,47.7767,-57.2711,,,
270,Lab2020Salmon,Woodstock River (Pacquet R.),WRR,WRR20-1,49.9655,-55.883,,,
271,Lab2020Sites,Bartletts River,BAR,BAR20-1-R,,,,,
272,Lab2020Sites,Bartletts River,BAR,BAR20-1-C,,,,,
273,Lab2020Sites,Small creek before town of Pinware,PCC,PCC20-1-L,,,,,
274,Lab2020Sites,Bartletts River,BAR,BAR20-1-L,,,,,
