segment_id_first,segment_id_second
02YL000-6762,02YL000-13618
02YL000-6763,02YL000-21052
02YL000-6764,02YL000-24775
02YL000-6765,02YL000-10705
02YL000-6766,02YL000-19624
02YL000-6767,02YL000-23115
02YL000-6768,02YL000-25022
02YL000-6769,02YL000-14298
02YL000-6770,
02YL000-6771,02YL000-20907
02YL000-6772,02YL000-20091
02YL000-6773,02YL000-6409
02YL000-6774,02YL000-2635
02YL000-6775,02YL000-25544
02YL000-6776,02YL000-7711
02YL000-6777,02YL000-103
02YL000-6778,02YL000-16070
02YL000-6779,02YL000-26723
02YL000-6780,02YL000-6080
02YL000-6781,02YL000-20467
02YL000-6782,02YL000-26570
02YL000-6783,02YL000-7950
02YL000-6783,02YL000-17524
02YL000-6784,02YL000-2515
02YL000-6785,02YL000-9565
02YL000-6786,02YL000-8554
02YL000-6787,02YL000-23843
02YL000-6788,02YL000-6260
02YL000-6789,02YL000-22086
02YL000-6790,02YL000-12400
02YL000-6791,02YL000-8771
02YL000-6792,02YL000-20821
02YL000-6793,02YL000-9100
02YL000-6794,02YL000-23215
02YL000-6795,
02YL000-6796,02YL000-2550
02YL000-6797,02YL000-20945
02YL000-6798,02YL000-2828
02YL000-6799,02YL000-5981
02YL000-6800,02YL000-25618
02YL000-6801,02YL000-23468
02YL000-6802,
02YL000-6803,02YL000-5583
02YL000-6804,
02YL000-6805,02YL000-25528
02YL000-6806,02YL000-11652
02YL000-6807,02YL000-21603
02YL000-6808,
02YL000-6809,02YL000-17209
02YL000-6810,02YL000-17170
02YL000-6811,02YL000-21541
02YL000-6812,02YL000-12306
02YL000-6813,02YL000-1787
02YL000-6814,02YL000-6561
02YL000-6815,02YL000-16156
02YL000-6816,02YL000-25681
02YL000-6817,02YL000-5152
02YL000-6818,02YL000-6163
02YL000-6818,02YL000-12690
02YL000-6819,02YL000-11156
02YL000-6819,02YL000-21959
02YL000-6820,02YL000-9240
02YL000-6821,02YL000-4126
02YL000-6822,02YL000-8965
02YL000-6823,02YL000-26419
02YL000-6824,02YL000-20330
02YL000-6825,02YL000-10196
02YL000-6826,02YL000-7162
02YL000-6827,02YL000-5298
02YL000-6827,02YL000-19171
02YL000-6828,02YL000-14867
02YL000-6829,02YL000-5613
02YL000-6830,02YL000-3845
02YL000-6831,02YL000-17670
02YL000-6832,02YL000-7235
02YL000-6833,02YL000-18117
02YL000-6834,02YL000-7735
02YL000-6835,02YL000-23311
02YL000-6836,02YL000-23782
02YL000-6837,02YL000-24595
02YL000-6838,02YL000-24652
02YL000-6839,02YL000-5626
02YL000-6840,02YL000-14742
02YL000-6841,02YL000-13960
02YL000-6842,02YL000-26952
02YL000-6843,02YL000-6344
02YL000-6844,02YL000-25938
02YL000-6845,02YL000-2199
02YL000-6846,02YL000-5931
02YL000-6847,02YL000-9407
02YL000-6848,02YL000-2132
02YL000-6849,02YL000-9764
02YL000-6850,02YL000-6915
02YL000-6851,02YL000-4300
02YL000-6852,02YL000-8935
02YL000-6853,02YL000-11393
02YL000-6854,02YL000-22047
02YL000-6855,02YL000-22518
02YL000-6855,02YL000-23527
02YL000-6856,02YL000-17580
02YL000-6857,02YL000-18310
02YL000-6858,
02YL000-6859,02YL000-5940
02YL000-6860,02YL000-3063
02YL000-6861,02YL000-21657
02YL000-6862,02YL000-2239
02YL000-6863,02YL000-13578
02YL000-6863,02YL000-19079
02YL000-6864,02YL000-21835
02YL000-6865,02YL000-20591
02YL000-6866,02YL000-20884
02YL000-6867,02YL000-15556
02YL000-6868,02YL000-19024
02YL000-6869,02YL000-1588
02YL000-6870,
02YL000-6871,02YL000-19528
02YL000-6872,
02YL000-6873,02YL000-2901
02YL000-6874,02YL000-14321
02YL000-6875,02YL000-12968
02YL000-6876,02YL000-14426
02YL000-6877,02YL000-14020
02YL000-6878,
02YL000-6879,02YL000-1
02YL000-6880,02YL000-9834
02YL000-6881,02YL000-10097
02YL000-6882,02YL000-12366
02YL000-6883,02YL000-8822
02YL000-6883,02YL000-11066
02YL000-6884,02YL000-461
02YL000-6885,
02YL000-6886,02YL000-21892
02YL000-6887,02YL000-21307
02YL000-6888,02YL000-12044
02YL000-6889,02YL000-3654
02YL000-6890,02YL000-3858
02YL000-6891,02YL000-15726
02YL000-6892,02YL000-13760
02YL000-6893,02YL000-16799
02YL000-6894,02YL000-878
02YL000-6895,02YL000-2466
02YL000-6896,02YL000-5862
02YL000-6897,02YL000-7957
02YL000-6898,02YL000-3569
02YL000-6899,02YL000-916
02YL000-6900,
02YL000-6901,02YL000-15659
02YL000-6902,02YL000-3899
02YL000-6903,02YL000-4807
02YL000-6904,02YL000-510
02YL000-6905,02YL000-15590
02YL000-6906,
02YL000-6907,
02YL000-6908,02YL000-6586
02YL000-6909,02YL000-26031
02YL000-6910,02YL000-20409
02YL000-6911,02YL000-12832
02YL000-6912,02YL000-21710
02YL000-6913,02YL000-16485
02YL000-6913,02YL000-24419
02YL000-6914,02YL000-24326
02YL000-6915,02YL000-23698
02YL000-6916,02YL000-10559
02YL000-6917,02YL000-5480
02YL000-6918,02YL000-8298
02YL000-6919,02YL000-9859
02YL000-6920,
02YL000-6921,02YL000-2553
02YL000-6922,02YL000-3763
02YL000-6923,02YL000-23899
02YL000-6924,02YL000-16448
02YL000-6925,02YL000-22911
02YL000-6926,02YL000-12318
02YL000-6927,02YL000-11507
02YL000-6928,02YL000-15415
02YL000-6929,02YL000-11676
02YL000-6930,02YL000-5133
02YL000-6931,02YL000-19319
02YL000-6932,02YL000-10871
02YL000-6933,02YL000-8731
02YL000-6934,02YL000-26357
02YL000-6935,02YL000-22213
02YL000-6936,02YL000-26657
02YL000-6937,02YL000-5730
02YL000-6938,
02YL000-6939,02YL000-6251
02YL000-6940,02YL000-14199
02YL000-6941,02YL000-20447
02YL000-6942,02YL000-12183
02YL000-6943,02YL000-6072
02YL000-6944,02YL000-6072
02YL000-6945,02YL000-19144
02YL000-6946,
02YL000-6947,02YL000-27195
02YL000-6948,
02YL000-6949,02YL000-6679
02YL000-6950,
02YL000-6951,02YL000-6826
02YL000-6952,02YL000-20197
02YL000-6953,02YL000-7141
02YL000-6953,02YL000-25144
02YL000-6954,02YL000-17943
02YL000-6955,02YL000-12461
02YL000-6956,02YL000-11316
02YL000-6957,02YL000-8103
02YL000-6958,02YL000-22782
02YL000-6959,02YL000-18705
02YL000-6960,02YL000-24997
02YL000-6961,02YL000-14537
02YL000-6962,02YL000-447
02YL000-6963,02YL000-9759
02YL000-6964,02YL000-2495
02YL000-6965,02YL000-14478
02YL000-6966,02YL000-17017
02YL000-6967,02YL000-19987
02YL000-6968,
02YL000-6969,02YL000-23913
02YL000-6970,
02YL000-6971,02YL000-23523
02YL000-6972,02YL000-18280
02YL000-6973,02YL000-11231
02YL000-6974,02YL000-268
02YL000-6975,02YL000-13745
02YL000-6976,02YL000-5606
02YL000-6977,02YL000-4859
02YL000-6977,02YL000-17998
02YL000-6978,02YL000-4479
02YL000-6979,02YL000-20724
02YL000-6980,02YL000-1032
02YL000-6981,02YL000-10442
02YL000-6982,02YL000-3189
02YL000-6983,02YL000-8610
02YL000-6984,02YL000-25245
02YL000-6985,02YL000-21991
02YL000-6986,02YL000-6682
02YL000-6987,02YL000-24871
02YL000-6988,02YL000-23948
02YL000-6989,02YL000-1587
02YL000-6990,02YL000-20464
02YL000-6991,02YL000-17982
02YL000-6992,02YL000-4986
02YL000-6993,02YL000-19808
02YL000-6994,
02YL000-6995,02YL000-243
02YL000-6996,02YL000-20064
02YL000-6997,02YL000-13686
02YL000-6998,02YL000-6919
02YL000-6999,02YL000-13311
02YL000-7000,02YL000-17996
02YL000-7001,02YL000-9536
02YL000-7002,
02YL000-7003,02YL000-9101
02YL000-7004,02YL000-25345
02YL000-7005,02YL000-3097
02YL000-7006,02YL000-5902
02YL000-7007,02YL000-7365
02YL000-7008,02YL000-13965
02YL000-7009,02YL000-14211
02YL000-7010,02YL000-12489
02YL000-7011,02YL000-26360
02YL000-7012,02YL000-27032
02YL000-7013,02YL000-15191
02YL000-7014,02YL000-15764
02YL000-7015,02YL000-25529
02YL000-7016,02YL000-2311
02YL000-7017,02YL000-1999
02YL000-7018,02YL000-752
02YL000-7019,02YL000-25426
02YL000-7020,02YL000-26173
02YL000-7021,02YL000-24014
02YL000-7022,02YL000-27171
02YL000-7023,02YL000-10301
02YL000-7024,02YL000-3350
02YL000-7025,02YL000-15878
02YL000-7026,02YL000-13580
02YL000-7027,02YL000-18544
02YL000-7028,02YL000-9108
02YL000-7029,02YL000-452
02YL000-7030,02YL000-3662
02YL000-7031,02YL000-14231
02YL000-7032,02YL000-10951
02YL000-7033,
02YL000-7034,02YL000-3130
02YL000-7035,02YL000-8908
02YL000-7036,02YL000-2187
02YL000-7037,02YL000-14186
02YL000-7038,02YL000-18519
02YL000-7039,02YL000-11115
02YL000-7040,02YL000-8392
02YL000-7041,02YL000-20543
02YL000-7042,02YL000-6979
02YL000-7043,02YL000-21047
02YL000-7044,02YL000-22196
02YL000-7045,02YL000-15849
02YL000-7046,02YL000-15333
02YL000-7047,02YL000-4369
02YL000-7048,02YL000-8028
02YL000-7049,02YL000-19917
02YL000-7050,02YL000-10642
02YL000-7051,02YL000-27222
02YL000-7052,02YL000-635
02YL000-7053,02YL000-9415
02YL000-7054,
02YL000-7055,02YL000-11379
02YL000-7056,
02YL000-7057,02YL000-26032
02YL000-7058,02YL000-4898
02YL000-7059,02YL000-6716
02YL000-7060,02YL000-18937
02YL000-7061,
02YL000-7062,02YL000-20843
02YL000-7063,02YL000-17030
02YL000-7064,02YL000-13786
02YL000-7065,02YL000-20616
02YL000-7066,02YL000-8611
02YL000-7067,02YL000-22647
02YL000-7068,02YL000-885
02YL000-7069,02YL000-4123
02YL000-7070,02YL000-484
02YL000-7071,
02YL000-7072,02YL000-22414
02YL000-7073,02YL000-15600
02YL000-7074,02YL000-25407
02YL000-7075,02YL000-10353
02YL000-7076,02YL000-36
02YL000-7077,02YL000-3986
02YL000-7078,02YL000-3535
02YL000-7079,02YL000-17890
02YL000-7080,02YL000-23586
02YL000-7081,02YL000-15
02YL000-7081,02YL000-765
02YL000-7082,02YL000-11323
02YL000-7083,02YL000-18162
02YL000-7084,02YL000-26289
02YL000-7085,02YL000-23828
02YL000-7086,02YL000-809
02YL000-7087,02YL000-11682
02YL000-7088,02YL000-5955
02YL000-7089,02YL000-26592
02YL000-7090,02YL000-21505
02YL000-7091,02YL000-1452
02YL000-7092,02YL000-1182
02YL000-7093,02YL000-4567
02YL000-7094,02YL000-17397
02YL000-7095,02YL000-17549
02YL000-7096,02YL000-16419
02YL000-7097,02YL000-16459
02YL000-7098,02YL000-19793
02YL000-7099,02YL000-2890
02YL000-7100,02YL000-23356
02YL000-7101,02YL000-21694
02YL000-7102,02YL000-5447
02YL000-7103,02YL000-7224
02YL000-7104,02YL000-17719
02YL000-7105,02YL000-19755
02YL000-7106,02YL000-20624
02YL000-7106,02YL000-23974
02YL000-7107,02YL000-4296
02YL000-7108,02YL000-11131
02YL000-7109,02YL000-21335
02YL000-7110,02YL000-22492
02YL000-7111,02YL000-18119
02YL000-7112,02YL000-17146
02YL000-7113,02YL000-24553
02YL000-7114,02YL000-19550
02YL000-7115,02YL000-17607
02YL000-7116,02YL000-3643
02YL000-7117,02YL000-3869
02YL000-7118,02YL000-18413
02YL000-7119,02YL000-18617
02YL000-7120,02YL000-15431
02YL000-7121,02YL000-25406
02YL000-7122,02YL000-25775
02YL000-7123,02YL000-20676
02YL000-7124,02YL000-23869
02YL000-7125,02YL000-1824
02YL000-7126,02YL000-22959
02YL000-7127,02YL000-729
02YL000-7128,02YL000-2009
02YL000-7129,02YL000-1773
02YL000-7130,
02YL000-7131,02YL000-14134
02YL000-7132,02YL000-11011
02YL000-7133,02YL000-924
02YL000-7134,02YL000-5674
02YL000-7134,02YL000-17926
02YL000-7135,02YL000-15873
02YL000-7136,02YL000-11064
02YL000-7137,02YL000-4501
02YL000-7138,02YL000-21939
02YL000-7139,02YL000-11883
02YL000-7140,02YL000-22766
02YL000-7141,02YL000-8279
02YL000-7142,02YL000-23641
02YL000-7143,02YL000-20578
02YL000-7144,02YL000-22970
02YL000-7145,02YL000-16835
02YL000-7146,02YL000-1592
02YL000-7147,02YL000-5880
02YL000-7148,02YL000-17221
02YL000-7149,02YL000-12603
02YL000-7150,02YL000-16331
02YL000-7151,02YL000-11555
02YL000-7152,02YL000-16162
02YL000-7153,02YL000-12146
02YL000-7154,02YL000-24508
02YL000-7155,02YL000-25676
02YL000-7156,02YL000-4905
02YL000-7157,02YL000-18527
02YL000-7158,02YL000-23420
02YL000-7159,02YL000-13362
02YL000-7160,02YL000-21911
02YL000-7161,02YL000-8044
02YL000-7162,02YL000-15791
02YL000-7163,02YL000-8363
02YL000-7164,02YL000-7714
02YL000-7165,02YL000-25465
02YL000-7166,02YL000-21811
02YL000-7167,02YL000-2700
02YL000-7168,02YL000-22698
02YL000-7169,02YL000-20674
02YL000-7170,02YL000-7768
02YL000-7171,02YL000-12854
02YL000-7172,02YL000-12197
02YL000-7173,02YL000-12278
02YL000-7174,02YL000-19003
02YL000-7174,02YL000-19643
02YL000-7175,02YL000-22497
02YL000-7176,02YL000-11363
02YL000-7177,
02YL000-7178,02YL000-9291
02YL000-7179,02YL000-23141
02YL000-7180,02YL000-6485
02YL000-7181,02YL000-25643
02YL000-7182,
02YL000-7183,
02YL000-7184,02YL000-2354
02YL000-7185,02YL000-3002
02YL000-7186,02YL000-25389
02YL000-7187,02YL000-15932
02YL000-7188,02YL000-21022
02YL000-7189,02YL000-2047
02YL000-7190,02YL000-17821
02YL000-7191,02YL000-8977
02YL000-7192,02YL000-172
02YL000-7193,02YL000-10732
02YL000-7194,02YL000-23882
02YL000-7195,02YL000-22252
02YL000-7196,02YL000-8509
02YL000-7197,02YL000-4416
02YL000-7198,02YL000-15126
02YL000-7199,02YL000-9312
02YL000-7200,02YL000-7775
02YL000-7201,02YL000-9764
02YL000-7202,02YL000-10490
02YL000-7203,02YL000-26334
02YL000-7204,02YL000-26217
02YL000-7205,02YL000-2343
02YL000-7206,02YL000-21028
02YL000-7207,02YL000-15514
02YL000-7208,02YL000-24335
02YL000-7209,02YL000-6752
02YL000-7210,02YL000-17736
02YL000-7211,02YL000-18304
02YL000-7212,02YL000-16640
02YL000-7213,02YL000-11217
02YL000-7214,02YL000-3529
02YL000-7215,02YL000-4115
02YL000-7215,02YL000-4569
02YL000-7216,02YL000-1851
02YL000-7217,02YL000-21489
02YL000-7218,02YL000-21489
02YL000-7219,02YL000-4356
02YL000-7220,02YL000-10966
02YL000-7221,02YL000-5246
02YL000-7222,02YL000-3466
02YL000-7223,02YL000-15755
02YL000-7224,02YL000-25035
02YL000-7225,02YL000-21830
02YL000-7226,02YL000-5023
02YL000-7227,02YL000-20126
02YL000-7228,02YL000-15206
02YL000-7229,02YL000-26348
02YL000-7230,02YL000-17097
02YL000-7231,02YL000-19942
02YL000-7232,02YL000-1942
02YL000-7232,02YL000-14848
02YL000-7233,02YL000-23117
02YL000-7234,02YL000-12648
02YL000-7235,02YL000-6030
02YL000-7236,02YL000-23975
02YL000-7237,02YL000-12877
02YL000-7238,02YL000-8713
02YL000-7239,02YL000-26196
02YL000-7240,02YL000-17090
02YL000-7241,02YL000-14123
02YL000-7242,02YL000-6482
02YL000-7243,02YL000-9680
02YL000-7244,02YL000-15516
02YL000-7245,
02YL000-7246,
02YL000-7247,02YL000-23020
02YL000-7248,02YL000-8286
02YL000-7249,02YL000-19392
02YL000-7250,02YL000-23192
02YL000-7251,02YL000-4217
02YL000-7252,02YL000-2333
02YL000-7253,02YL000-16178
02YL000-7254,02YL000-16233
02YL000-7255,02YL000-2539
02YL000-7256,02YL000-19101
02YL000-7257,02YL000-5869
02YL000-7258,02YL000-20823
02YL000-7259,02YL000-16942
02YL000-7260,02YL000-9389
02YL000-7261,02YL000-188
02YL000-7262,02YL000-16207
02YL000-7263,02YL000-3968
02YL000-7264,02YL000-3099
02YL000-7265,02YL000-8586
02YL000-7266,02YL000-4122
02YL000-7267,02YL000-17555
02YL000-7268,02YL000-27078
02YL000-7269,02YL000-9171
02YL000-7270,02YL000-19215
02YL000-7271,02YL000-20296
02YL000-7272,02YL000-23178
02YL000-7273,02YL000-5667
02YL000-7274,02YL000-2790
02YL000-7275,02YL000-14000
02YL000-7276,
02YL000-7277,02YL000-13641
02YL000-7278,02YL000-1850
02YL000-7279,02YL000-5123
02YL000-7280,02YL000-12468
02YL000-7281,02YL000-19847
02YL000-7282,02YL000-1636
02YL000-7283,
02YL000-7284,02YL000-1308
02YL000-7285,02YL000-24732
02YL000-7286,02YL000-19720
02YL000-7287,02YL000-24020
02YL000-7288,02YL000-13508
02YL000-7289,02YL000-14904
02YL000-7290,02YL000-27375
02YL000-7291,02YL000-9958
02YL000-7292,02YL000-5326
02YL000-7293,02YL000-3966
02YL000-7294,02YL000-22165
02YL000-7295,02YL000-5560
02YL000-7296,02YL000-16132
02YL000-7297,02YL000-27127
02YL000-7298,02YL000-3142
02YL000-7299,02YL000-12685
02YL000-7300,02YL000-4087
02YL000-7301,02YL000-7658
02YL000-7302,02YL000-4523
02YL000-7303,02YL000-17492
02YL000-7304,02YL000-2486
02YL000-7305,02YL000-18587
02YL000-7306,02YL000-18726
02YL000-7307,02YL000-19800
02YL000-7308,
02YL000-7309,02YL000-26965
02YL000-7310,02YL000-1945
02YL000-7311,02YL000-25560
02YL000-7312,02YL000-19941
02YL000-7312,02YL000-20639
02YL000-7313,02YL000-10222
02YL000-7314,
02YL000-7315,02YL000-19970
02YL000-7316,02YL000-8557
02YL000-7317,02YL000-8011
02YL000-7318,02YL000-11852
02YL000-7319,02YL000-1841
02YL000-7320,02YL000-5598
02YL000-7321,02YL000-4580
02YL000-7322,02YL000-22679
02YL000-7323,02YL000-20721
02YL000-7324,02YL000-17665
02YL000-7325,02YL000-5406
02YL000-7326,02YL000-7872
02YL000-7327,02YL000-6657
02YL000-7328,02YL000-10967
02YL000-7329,02YL000-6626
02YL000-7329,02YL000-16625
02YL000-7330,02YL000-7575
02YL000-7331,02YL000-13111
02YL000-7332,02YL000-19028
02YL000-7333,
02YL000-7334,02YL000-24366
02YL000-7335,
02YL000-7336,02YL000-19370
02YL000-7337,02YL000-14180
02YL000-7338,02YL000-4591
02YL000-7339,02YL000-27109
02YL000-7340,02YL000-7288
02YL000-7341,02YL000-25499
02YL000-7342,02YL000-15340
02YL000-7342,02YL000-16316
02YL000-7343,02YL000-13288
02YL000-7344,02YL000-20160
02YL000-7345,02YL000-26249
02YL000-7346,02YL000-21579
02YL000-7347,02YL000-14662
02YL000-7348,02YL000-8744
02YL000-7349,02YL000-16793
02YL000-7350,02YL000-17883
02YL000-7351,02YL000-2540
02YL000-7352,02YL000-8555
02YL000-7353,02YL000-11820
02YL000-7354,02YL000-9189
02YL000-7355,02YL000-11604
02YL000-7356,02YL000-24733
02YL000-7357,02YL000-25359
02YL000-7358,02YL000-528
02YL000-7359,02YL000-5527
02YL000-7360,02YL000-6771
02YL000-7361,02YL000-6771
02YL000-7362,02YL000-26980
02YL000-7363,02YL000-8255
02YL000-7364,02YL000-10693
02YL000-7365,02YL000-2270
02YL000-7366,02YL000-13860
02YL000-7367,02YL000-12084
02YL000-7368,02YL000-9620
02YL000-7369,02YL000-1236
02YL000-7370,02YL000-24378
02YL000-7371,
02YL000-7372,02YL000-17086
02YL000-7373,02YL000-7145
02YL000-7374,02YL000-7004
02YL000-7375,02YL000-25387
02YL000-7376,02YL000-26881
02YL000-7377,
02YL000-7378,02YL000-9059
02YL000-7379,02YL000-6237
02YL000-7380,02YL000-5019
02YL000-7381,02YL000-20944
02YL000-7382,02YL000-20350
02YL000-7383,02YL000-649
02YL000-7384,02YL000-15785
02YL000-7385,02YL000-12346
02YL000-7386,02YL000-5827
02YL000-7387,02YL000-7059
02YL000-7388,02YL000-23657
02YL000-7389,02YL000-1883
02YL000-7390,02YL000-15605
02YL000-7391,02YL000-3038
02YL000-7392,02YL000-22279
02YL000-7393,02YL000-12040
02YL000-7394,02YL000-9062
02YL000-7395,
02YL000-7396,02YL000-22274
02YL000-7397,02YL000-14889
02YL000-7398,02YL000-13642
02YL000-7399,02YL000-25946
02YL000-7400,02YL000-2541
02YL000-7401,02YL000-18774
02YL000-7402,02YL000-860
02YL000-7403,02YL000-22447
02YL000-7404,02YL000-21856
02YL000-7405,02YL000-24851
02YL000-7406,02YL000-25859
02YL000-7407,02YL000-11403
02YL000-7408,02YL000-3855
02YL000-7409,02YL000-25911
02YL000-7410,02YL000-5569
02YL000-7411,02YL000-18317
02YL000-7412,02YL000-12156
02YL000-7413,02YL000-17720
02YL000-7414,02YL000-22565
02YL000-7415,02YL000-5083
02YL000-7415,02YL000-12955
02YL000-7416,02YL000-17284
02YL000-7417,02YL000-6219
02YL000-7418,02YL000-27168
02YL000-7419,02YL000-25913
02YL000-7420,02YL000-4891
02YL000-7421,02YL000-8907
02YL000-7422,02YL000-27287
02YL000-7423,02YL000-20711
02YL000-7424,
02YL000-7425,
02YL000-7426,02YL000-6596
02YL000-7426,02YL000-21229
02YL000-7427,02YL000-15777
02YL000-7428,02YL000-24660
02YL000-7429,02YL000-13449
02YL000-7430,02YL000-2831
02YL000-7431,02YL000-21827
02YL000-7432,02YL000-21533
02YL000-7433,02YL000-1884
02YL000-7434,02YL000-17295
02YL000-7435,02YL000-1201
02YL000-7436,02YL000-14363
02YL000-7437,02YL000-16977
02YL000-7438,02YL000-9501
02YL000-7438,02YL000-23701
02YL000-7439,02YL000-2108
02YL000-7440,02YL000-1894
02YL000-7441,02YL000-14999
02YL000-7442,02YL000-3050
02YL000-7443,02YL000-15035
02YL000-7444,02YL000-14863
02YL000-7445,02YL000-24617
02YL000-7446,02YL000-550
02YL000-7447,02YL000-23633
02YL000-7448,02YL000-23961
02YL000-7449,
02YL000-7450,
02YL000-7451,02YL000-7861
02YL000-7452,02YL000-5890
02YL000-7452,02YL000-13701
02YL000-7453,02YL000-11655
02YL000-7454,02YL000-7305
02YL000-7455,02YL000-19810
02YL000-7456,02YL000-9684
02YL000-7457,02YL000-15079
02YL000-7458,02YL000-23205
02YL000-7459,02YL000-8192
02YL000-7460,02YL000-10137
02YL000-7461,02YL000-864
02YL000-7462,
02YL000-7463,02YL000-10538
02YL000-7464,02YL000-10151
02YL000-7465,02YL000-21449
02YL000-7466,02YL000-9789
02YL000-7467,02YL000-445
02YL000-7468,02YL000-15931
02YL000-7469,
02YL000-7470,02YL000-15934
02YL000-7471,02YL000-7289
02YL000-7472,02YL000-23616
02YL000-7473,
02YL000-7474,02YL000-4688
02YL000-7475,02YL000-9261
02YL000-7476,02YL000-4145
02YL000-7477,02YL000-13982
02YL000-7478,02YL000-7980
02YL000-7479,02YL000-20239
02YL000-7480,02YL000-13074
02YL000-7481,02YL000-27252
02YL000-7482,
02YL000-7483,02YL000-13146
02YL000-7484,02YL000-7855
02YL000-7485,02YL000-15124
02YL000-7486,02YL000-4554
02YL000-7487,02YL000-22700
02YL000-7488,02YL000-1083
02YL000-7489,02YL000-16011
02YL000-7490,02YL000-4851
02YL000-7491,
02YL000-7492,02YL000-11091
02YL000-7493,02YL000-7925
02YL000-7494,02YL000-9268
02YL000-7495,02YL000-14348
02YL000-7496,02YL000-16698
02YL000-7497,02YL000-8316
02YL000-7498,02YL000-17071
02YL000-7499,02YL000-18021
02YL000-7500,02YL000-6768
02YL000-7501,02YL000-16031
02YL000-7502,02YL000-5392
02YL000-7503,02YL000-6708
02YL000-7504,02YL000-19129
02YL000-7505,02YL000-20316
02YL000-7506,02YL000-16904
02YL000-7507,02YL000-9425
02YL000-7508,02YL000-5810
02YL000-7509,02YL000-21547
02YL000-7510,02YL000-23402
02YL000-7511,02YL000-4427
02YL000-7512,02YL000-2583
02YL000-7513,02YL000-19317
02YL000-7514,02YL000-15489
02YL000-7515,02YL000-11333
02YL000-7516,
02YL000-7517,02YL000-22676
02YL000-7518,02YL000-15445
02YL000-7519,02YL000-10120
02YL000-7520,02YL000-11389
02YL000-7521,02YL000-10939
02YL000-7522,02YL000-4484
02YL000-7523,02YL000-19397
02YL000-7524,02YL000-23972
02YL000-7525,02YL000-2327
02YL000-7526,02YL000-17298
02YL000-7527,02YL000-23100
02YL000-7527,02YL000-25365
02YL000-7528,02YL000-19802
02YL000-7529,02YL000-17144
02YL000-7530,02YL000-11102
02YL000-7531,02YL000-9574
02YL000-7532,02YL000-17909
02YL000-7533,02YL000-26617
02YL000-7534,02YL000-15209
02YL000-7535,02YL000-21088
02YL000-7536,02YL000-24118
02YL000-7537,02YL000-20417
02YL000-7538,02YL000-14976
02YL000-7539,02YL000-2698
02YL000-7540,02YL000-11661
02YL000-7541,02YL000-4038
02YL000-7542,02YL000-16021
02YL000-7543,02YL000-25897
02YL000-7544,02YL000-13593
02YL000-7545,02YL000-7381
02YL000-7546,02YL000-27056
02YL000-7547,02YL000-20128
02YL000-7548,02YL000-18267
02YL000-7549,02YL000-22736
02YL000-7550,02YL000-390
02YL000-7551,02YL000-18983
02YL000-7552,02YL000-13495
02YL000-7553,02YL000-13936
02YL000-7554,02YL000-2032
02YL000-7555,02YL000-14206
02YL000-7556,02YL000-10622
02YL000-7557,02YL000-9405
02YL000-7558,02YL000-978
02YL000-7558,02YL000-20001
02YL000-7559,
02YL000-7560,02YL000-23816
02YL000-7561,02YL000-23816
02YL000-7562,02YL000-21592
02YL000-7563,02YL000-16967
02YL000-7564,02YL000-4031
02YL000-7565,02YL000-754
02YL000-7566,02YL000-11445
02YL000-7567,02YL000-15541
02YL000-7568,02YL000-17538
02YL000-7569,02YL000-16795
02YL000-7570,02YL000-21065
02YL000-7571,02YL000-23555
02YL000-7572,02YL000-35
02YL000-7573,02YL000-23414
02YL000-7574,02YL000-4914
02YL000-7575,02YL000-2360
02YL000-7575,02YL000-14030
02YL000-7576,02YL000-4738
02YL000-7577,02YL000-2434
02YL000-7578,02YL000-79
02YL000-7579,02YL000-2738
02YL000-7580,02YL000-17764
02YL000-7581,02YL000-6729
02YL000-7582,02YL000-18847
02YL000-7583,02YL000-22975
02YL000-7584,02YL000-2596
02YL000-7585,02YL000-23690
02YL000-7586,02YL000-20394
02YL000-7587,02YL000-12844
02YL000-7588,02YL000-26725
02YL000-7589,02YL000-3658
02YL000-7590,02YL000-19473
02YL000-7591,02YL000-11925
02YL000-7592,02YL000-23433
02YL000-7593,02YL000-19040
02YL000-7594,02YL000-8114
02YL000-7595,02YL000-4509
02YL000-7596,02YL000-10294
02YL000-7597,02YL000-20741
02YL000-7598,02YL000-23151
02YL000-7599,02YL000-22712
02YL000-7600,02YL000-24735
02YL000-7601,02YL000-2844
02YL000-7601,02YL000-4147
02YL000-7602,02YL000-19011
02YL000-7603,02YL000-14379
02YL000-7604,02YL000-9387
02YL000-7605,02YL000-9050
02YL000-7606,02YL000-18035
02YL000-7607,02YL000-9325
02YL000-7608,02YL000-5510
02YL000-7609,02YL000-27231
02YL000-7610,02YL000-14125
02YL000-7611,02YL000-12407
02YL000-7612,02YL000-26984
02YL000-7613,02YL000-15613
02YL000-7614,02YL000-19168
02YL000-7615,02YL000-13600
02YL000-7616,02YL000-22034
02YL000-7617,02YL000-1342
02YL000-7618,02YL000-5110
02YL000-7619,02YL000-8236
02YL000-7620,02YL000-10796
02YL000-7621,02YL000-21847
02YL000-7622,02YL000-4790
02YL000-7623,02YL000-21456
02YL000-7624,02YL000-3615
02YL000-7625,02YL000-26618
02YL000-7626,02YL000-9065
02YL000-7627,02YL000-9528
02YL000-7628,02YL000-4317
02YL000-7629,02YL000-17798
02YL000-7630,02YL000-11432
02YL000-7631,02YL000-11291
02YL000-7632,02YL000-24930
02YL000-7633,02YL000-19805
