,segment_id,river_name
732,02YL000-26105,Transmission-Brook
733,02YL000-26106,Yellow-Marsh-Brook
734,02YL000-26107,Taylors-Brook
735,02YL000-26108,Upper-Humber-River
736,02YL000-26109,Upper-Humber-River
737,02YL000-26110,Northeast-Adies-River
738,02YL000-26111,Mine-Brook
739,02YL000-26112,East-Adies-River
740,02YL000-26113,Harrimans-Brook
741,02YL000-26114,West-Branch
742,02YL000-26115,Lower-Crabb-Brook
743,02YL000-26116,Rocky-Brook
744,02YL000-26117,Goose-Arm-Brook-North
745,02YL000-26118,Upper-Humber-River
746,02YL000-26119,Liverpool-Brook
747,02YL000-26120,Trout-Brook
748,02YL000-26121,Nichols-Brook
749,02YL000-26122,Cooks-Brook
750,02YL000-26123,Allan-Brook
751,02YL000-26124,Black-Brook
752,02YL000-26125,Blow-Me-Down-Brook
753,02YL000-26126,Liverpool-Brook
754,02YL000-26127,East-Adies-River
755,02YL000-26128,Bakers-Brook
756,02YL000-26129,Trout-Creek
757,02YL000-26130,Upper-Humber-River
758,02YL000-26131,Liverpool-Brook
759,02YL000-26132,Barachois-Brook
760,02YL000-26133,Wigwam-Brook
761,02YL000-26134,Crooked-Feeder
762,02YL000-26135,Liverpool-Brook
763,02YL000-26136,Otter-Brook
764,02YL000-26137,Goose-Arm-Brook
765,02YL000-26138,Whites-River
766,02YL000-26139,East-Adies-River
767,02YL000-26140,Bakers-Brook
768,02YL000-26141,Hughes-Brook
769,02YL000-26142,Corner-Brook
770,02YL000-26143,North-Arm-Brook
771,02YL000-26144,Clarks-Brook
772,02YL000-26145,Adies-River
773,02YL000-26146,Upper-Humber-River
774,02YL000-26147,Deadwater-Brook
775,02YL000-26148,East-Branch
776,02YL000-26149,Upper-Humber-River
777,02YL000-26150,East-Adies-River
778,02YL000-26151,Upper-Humber-River
779,02YL000-26152,Taylors-Brook
780,02YL000-26153,Black-Brook
781,02YL000-26154,Crooked-Feeder
782,02YL000-26155,Beaver-Brook
783,02YL000-26156,Wolf-Brook
784,02YL000-26157,Upper-Humber-River
785,02YL000-26158,Lower-Crabb-Brook
786,02YL000-26159,Liverpool-Brook
787,02YL000-26160,Corner-Brook
788,02YL000-26161,Carp-Creek
789,02YL000-26162,Black-Brook
790,02YL000-26163,Hughes-Brook
791,02YL000-26164,Yellow-Marsh-Brook
792,02YL000-26165,Corner-Brook
793,02YL000-26166,Northeast-Adies-River
794,02YL000-26167,Upper-Humber-River
795,02YL000-26168,Rocky-Brook
796,02YL000-26169,Goose-Arm-Brook-North
797,02YL000-26170,Goose-Arm-Brook-North
798,02YL000-26171,Upper-Humber-River
799,02YL000-26172,Goose-Arm-Brook-North
800,02YL000-26173,Upper-Humber-River
801,02YL000-26174,Liverpool-Brook
802,02YL000-26175,Taylors-Brook
803,02YL000-26176,Whites-River
804,02YL000-26177,Cox's-Brook
805,02YL000-26178,Lower-Crabb-Brook
806,02YL000-26179,Whites-River
807,02YL000-26180,East-Adies-River
808,02YL000-26181,Steady-Brook
809,02YL000-26182,Petries-Brook
810,02YL000-26183,Hughes-Brook
811,02YL000-26184,Adies-River
812,02YL000-26185,Ninth-Brook
813,02YL000-26186,Upper-Humber-River
814,02YL000-26187,North-Arm-Brook
815,02YL000-26188,Goose-Arm-Brook-North
816,02YL000-26189,South-Brook
817,02YL000-26190,Crooked-Feeder
818,02YL000-26191,Upper-Humber-River
819,02YL000-26192,Watsons-Brook
820,02YL000-26193,Humber-River
821,02YL000-26194,Upper-Humber-River
822,02YL000-26195,Beaver-Brook
823,02YL000-26196,Upper-Humber-River
824,02YL000-26197,Lower-Crabb-Brook
825,02YL000-26198,Upper-Humber-River
826,02YL000-26199,Upper-Humber-River
827,02YL000-26200,Taylors-Brook
828,02YL000-26201,Hughes-Brook
829,02YL000-26202,East-Branch
830,02YL000-26203,Irishtown-Brook
831,02YL000-26204,Rocky-Brook
832,02YL000-26205,Liverpool-Brook
833,02YL000-26206,Whites-River
834,02YL000-26207,Otter-Brook
835,02YL000-26208,Upper-Humber-River
836,02YL000-26209,Crooked-Feeder
837,02YL000-26210,Goose-Arm-Brook
838,02YL000-26211,East-Branch
839,02YL000-26212,Upper-Humber-River
840,02YL000-26213,Upper-Humber-River
841,02YL000-26214,North-Brook
842,02YL000-26215,Upper-Humber-River
843,02YL000-26216,Goose-Arm-Brook
844,02YL000-26217,Northeast-Adies-River
845,02YL000-26218,First-Branch
846,02YL000-26219,Hughes-Brook
847,02YL000-26220,Whites-River
848,02YL000-26221,Upper-Humber-River
849,02YL000-26222,Penguin-Arm-Brook
850,02YL000-26223,Joes-Brook
851,02YL000-26224,Steady-Brook
852,02YL000-26225,Little-Rapids-Brook
853,02YL000-26226,Upper-Humber-River
854,02YL000-26227,Lower-Crabb-Brook
855,02YL000-26228,Yellow-Marsh-Brook
856,02YL000-26229,Gales-Brook
857,02YL000-26230,Neds-Steady
858,02YL000-26231,Salmon-Creek
859,02YL000-26232,Junction-Brook
860,02YL000-26233,East-Adies-River
861,02YL000-26234,Adies-River
862,02YL000-26235,Upper-Humber-River
863,02YL000-26236,North-Arm-Brook
864,02YL000-26237,Upper-Humber-River
865,02YL000-26238,East-Adies-River
866,02YL000-26239,Upper-Humber-River
867,02YL000-26240,Hughes-Brook
868,02YL000-26241,East-Branch
869,02YL000-26242,Black-Brook
870,02YL000-26243,Hughes-Brook
871,02YL000-26244,Cooks-Brook
872,02YL000-26245,Hughes-Brook
873,02YL000-26246,Taylors-Brook
874,02YL000-26247,Ninety-Brook
875,02YL000-26248,Upper-Humber-River
876,02YL000-26249,North-Arm-Brook
877,02YL000-26250,Whites-River
878,02YL000-26251,Upper-Humber-River
879,02YL000-26252,Humber-River
880,02YL000-26253,Old-Mans-Brook
881,02YL000-26254,Black-Gulch-Brook
882,02YL000-26255,East-Branch
883,02YL000-26256,Upper-Humber-River
884,02YL000-26257,South-Brook
885,02YL000-26258,Upper-Humber-River
886,02YL000-26259,Northeast-Adies-River
887,02YL000-26260,East-Adies-River
888,02YL000-26261,Old-Mans-Brook
889,02YL000-26262,Black-Brook
890,02YL000-26263,Goose-Arm-Brook
891,02YL000-26264,Whites-River
892,02YL000-26265,Gales-Brook
893,02YL000-26266,Humber-River
894,02YL000-26267,Bridgers-Brook
895,02YL000-26268,Crooked-Feeder
896,02YL000-26269,East-Branch
897,02YL000-26270,South-Brook
898,02YL000-26271,Whites-River
899,02YL000-26272,South-Brook
900,02YL000-26273,Upper-Crabb-Brook
901,02YL000-26274,Crooked-Brook
902,02YL000-26275,Rocky-Brook
903,02YL000-26276,Salmon-Creek
904,02YL000-26277,Adies-River
905,02YL000-26278,Adies-River
906,02YL000-26279,Lower-Crabb-Brook
907,02YL000-26280,Gillams-Brook
908,02YL000-26281,Little-North-Brook
909,02YL000-26282,Bells-Brook
910,02YL000-26283,Rocky-Brook
911,02YL000-26284,Upper-Humber-River
912,02YL000-26285,Whites-River
913,02YL000-26286,Northeast-Adies-River
914,02YL000-26287,Goose-Arm-Brook-North
915,02YL000-26288,Upper-Humber-River
916,02YL000-26289,Crooked-Feeder
917,02YL000-26290,West-Rocky-Brook
918,02YL000-26291,Junction-Brook
919,02YL000-26292,Upper-Humber-River
920,02YL000-26293,Crooked-Feeder
921,02YL000-26294,Junction-Brook
922,02YL000-26295,Upper-Humber-River
923,02YL000-26296,Little-North-Brook
924,02YL000-26297,Cox's-Brook
925,02YL000-26298,Whites-River
926,02YL000-26299,Upper-Humber-River
927,02YL000-26300,Upper-Humber-River
928,02YL000-26301,Whites-River
929,02YL000-26302,West-Branch
930,02YL000-26303,Upper-Humber-River
931,02YL000-26304,Clarks-Brook
932,02YL000-26305,East-Branch
933,02YL000-26306,Upper-Humber-River
934,02YL000-26307,Adies-River
935,02YL000-26308,Goose-Arm-Brook-North
936,02YL000-26309,Moose-Brook
937,02YL000-26310,Upper-Humber-River
938,02YL000-26311,Clarkes-Brook-West-Branch
939,02YL000-26312,Ninety-Brook
940,02YL000-26313,Goose-Arm-Brook-North
941,02YL000-26314,Duncan-Brook
942,02YL000-26315,Yellow-Marsh-Brook
943,02YL000-26316,Upper-Humber-River
944,02YL000-26317,Deadwater-Brook
945,02YL000-26318,Liverpool-Brook
946,02YL000-26319,Adies-River
947,02YL000-26320,Upper-Humber-River
948,02YL000-26321,South-Bells-Brook
949,02YL000-26322,Whites-River
950,02YL000-26323,Humber-River
951,02YL000-26324,Birchy-Hill-Brook
952,02YL000-26325,East-Branch
953,02YL000-26326,Humber-River
954,02YL000-26327,East-Adies-River
955,02YL000-26328,Upper-Humber-River
956,02YL000-26329,East-Adies-River
957,02YL000-26330,Upper-Humber-River
958,02YL000-26331,Upper-Humber-River
959,02YL000-26332,Upper-Humber-River
960,02YL000-26333,East-Adies-River
961,02YL000-26334,Upper-Humber-River
962,02YL000-26335,Upper-Humber-River
963,02YL000-26336,Upper-Humber-River
964,02YL000-26337,Beaver-Brook
965,02YL000-26338,Northeast-Adies-River
966,02YL000-26339,East-Branch
967,02YL000-26340,Whites-River
968,02YL000-26341,Whites-River
969,02YL000-26342,Crooked-Feeder
970,02YL000-26343,Northeast-Adies-River
971,02YL000-26344,Northeast-Adies-River
972,02YL000-26345,Gales-Brook
973,02YL000-26346,Upper-Humber-River
974,02YL000-26347,Upper-Humber-River
975,02YL000-26348,Adies-River
976,02YL000-26349,Adies-River
977,02YL000-26350,Northeast-Adies-River
978,02YL000-26351,East-Branch
979,02YL000-26352,Upper-Humber-River
980,02YL000-26353,Lower-Crabb-Brook
981,02YL000-26354,Upper-Humber-River
982,02YL000-26355,Middle-Branch
983,02YL000-26356,Black-Brook
984,02YL000-26357,Upper-Humber-River
985,02YL000-26358,Beaver-Brook
986,02YL000-26359,Lower-Crabb-Brook
987,02YL000-26360,Humber-River
988,02YL000-26361,Upper-Humber-River
989,02YL000-26362,Hughes-Brook
990,02YL000-26363,West-Branch
991,02YL000-26364,Liverpool-Brook
992,02YL000-26365,Clarks-Brook
993,02YL000-26366,Upper-Humber-River
994,02YL000-26367,Parsons-Brook
995,02YL000-26368,Big-Tenth-Brook
996,02YL000-26369,Goose-Arm-Brook-North
997,02YL000-26370,Moose-Brook
998,02YL000-26371,South-Brook
999,02YL000-26372,East-Steady-Brook
1000,02YL000-26373,Moose-Brook
1001,02YL000-26374,East-Branch
1002,02YL000-26375,East-Adies-River
1003,02YL000-26376,Whites-River
1004,02YL000-26377,Upper-Humber-River
1005,02YL000-26378,Taylors-Brook
1006,02YL000-26379,Ninth-Brook
1007,02YL000-26380,Upper-Humber-River
1008,02YL000-26381,Upper-Humber-River
1009,02YL000-26382,Whites-River
1010,02YL000-26383,Hughes-Brook
1011,02YL000-26384,Trout-Creek
1012,02YL000-26385,Birchy-Hill-Brook
1013,02YL000-26386,Black-Gulch-Brook
1014,02YL000-26387,Beaver-Brook
1015,02YL000-26388,Crooked-Brook
1016,02YL000-26389,Upper-Humber-River
1017,02YL000-26390,Otter-Brook
1018,02YL000-26391,Rocky-Brook
1019,02YL000-26392,Upper-Humber-River
1020,02YL000-26393,Beaver-Brook
1021,02YL000-26394,Salmon-Creek
1022,02YL000-26395,Trout-Creek
1023,02YL000-26396,Harrimans-Brook
1024,02YL000-26397,Upper-Humber-River
1025,02YL000-26398,Beaver-Brook
1026,02YL000-26399,Upper-Humber-River
1027,02YL000-26400,Middle-Branch
1028,02YL000-26401,Goose-Arm-Brook-North
1029,02YL000-26402,Crooked-Brook
1030,02YL000-26403,French-Brook
1031,02YL000-26404,Old-Mans-Brook
1032,02YL000-26405,Rocky-Brook
1033,02YL000-26406,North-Arm-Brook
1034,02YL000-26407,Whites-River
1035,02YL000-26408,North-Arm-Brook
1036,02YL000-26409,Little-North-Brook
1037,02YL000-26410,Upper-Humber-River
1038,02YL000-26411,Humber-River
1039,02YL000-26412,Whites-River
1040,02YL000-26413,Eighth-Brook
1041,02YL000-26414,Black-Gulch-Brook
1042,02YL000-26415,Upper-Humber-River
1043,02YL000-26416,Upper-Humber-River
1044,02YL000-26417,Humber-River
1045,02YL000-26418,Big-Feeder-Brook
1046,02YL000-26419,Corner-Brook
1047,02YL000-26420,Trout-Brook
1048,02YL000-26421,Upper-Humber-River
1049,02YL000-26422,Adies-River
1050,02YL000-26423,Parsons-Brook
1051,02YL000-26424,Beaver-Brook
1052,02YL000-26425,Goose-Arm-Brook
1053,02YL000-26426,North-Arm-Brook
1054,02YL000-26427,Wigwam-Brook
1055,02YL000-26428,Big-Feeder-Brook
1056,02YL000-26429,East-Adies-River
1057,02YL000-26430,Humber-River
1058,02YL000-26431,Upper-Humber-River
1059,02YL000-26432,Allan-Brook
1060,02YL000-26433,Otter-Brook
1061,02YL000-26434,Upper-Humber-River
1062,02YL000-26435,East-Adies-River
1063,02YL000-26436,Beaver-Brook
1064,02YL000-26437,Big-Tenth-Brook
1065,02YL000-26438,Bells-Brook
1066,02YL000-26439,Beaver-Brook
1067,02YL000-26440,Goose-Arm-Brook
1068,02YL000-26441,Nichols-Brook
1069,02YL000-26442,Taylors-Brook
1070,02YL000-26443,Upper-Humber-River
1071,02YL000-26444,Wigwam-Brook
1072,02YL000-26445,Upper-Humber-River
1073,02YL000-26446,Upper-Humber-River
1074,02YL000-26447,Beaver-Brook
1075,02YL000-26448,Duncan-Brook
1076,02YL000-26449,Black-Brook
1077,02YL000-26450,Burnt-Hill-Brook
1078,02YL000-26451,Ninety-Brook
1079,02YL000-26452,Northeast-Adies-River
1080,02YL000-26453,Wigwam-Brook
1081,02YL000-26454,Adies-River
1082,02YL000-26455,Crooked-Brook
1083,02YL000-26456,Deadwater-Brook
1084,02YL000-26457,North-Arm-Brook
1085,02YL000-26458,Upper-Humber-River
1086,02YL000-26459,Watsons-Brook
1087,02YL000-26460,Goose-Arm-Brook
1088,02YL000-26461,Junction-Brook
1089,02YL000-26462,Upper-Humber-River
1090,02YL000-26463,Liverpool-Brook
1091,02YL000-26464,Upper-Humber-River
1092,02YL000-26465,Cooks-Brook
1093,02YL000-26466,East-Branch
1094,02YL000-26467,Crooked-Feeder
1095,02YL000-26468,Upper-Humber-River
1096,02YL000-26469,Upper-Humber-River
1097,02YL000-26470,Humber-River
1098,02YL000-26471,Humber-River
1099,02YL000-26472,Liverpool-Brook
1100,02YL000-26473,Alder-Brook
1101,02YL000-26474,Upper-Humber-River
1102,02YL000-26475,Junction-Brook
1103,02YL000-26476,Hughes-Brook
1104,02YL000-26477,Hughes-Brook
1105,02YL000-26478,Harrimans-Brook
1106,02YL000-26479,North-Brook
1107,02YL000-26480,Snooks-Brook
1108,02YL000-26481,East-Adies-River
1109,02YL000-26482,Humber-River
1110,02YL000-26483,Upper-Humber-River
1111,02YL000-26484,Steady-Brook
1112,02YL000-26485,Wolf-Brook
1113,02YL000-26486,Goose-Arm-Brook
1114,02YL000-26487,Upper-Humber-River
1115,02YL000-26488,Upper-Humber-River
1116,02YL000-26489,Drill-Hole-Brook
1117,02YL000-26490,Upper-Humber-River
1118,02YL000-26491,South-Brook
1119,02YL000-26492,Upper-Humber-River
1120,02YL000-26493,Crooked-Feeder
1121,02YL000-26494,Trout-Brook
1122,02YL000-26495,Middle-Branch
1123,02YL000-26496,Junction-Brook
1124,02YL000-26497,Upper-Humber-River
1125,02YL000-26498,Humber-River
1126,02YL000-26499,Upper-Humber-River
1127,02YL000-26500,Upper-Humber-River
1128,02YL000-26501,Liverpool-Brook
1129,02YL000-26502,Gales-Brook
1130,02YL000-26503,Snooks-Brook
1131,02YL000-26504,North-Brook
1132,02YL000-26505,Humber-River
1133,02YL000-26506,Johns-Brook
1134,02YL000-26507,Gillams-Brook
1135,02YL000-26508,Otter-Brook
1136,02YL000-26509,East-Adies-River
1137,02YL000-26510,Upper-Humber-River
1138,02YL000-26511,Crooked-Feeder
1139,02YL000-26512,Upper-Humber-River
1140,02YL000-26513,Rocky-Brook
1141,02YL000-26514,Whites-River
1142,02YL000-26515,Adies-River
1143,02YL000-26516,West-Rocky-Brook
1144,02YL000-26517,Rocky-Brook
1145,02YL000-26518,East-Branch
1146,02YL000-26519,St.-Marys-Brook
1147,02YL000-26520,Blue-Gulch-Brook
1148,02YL000-26521,Humber-River
1149,02YL000-26522,Upper-Humber-River
1150,02YL000-26523,Upper-Humber-River
1151,02YL000-26524,Adies-River
1152,02YL000-26525,Humber-River
1153,02YL000-26526,Upper-Humber-River
1154,02YL000-26527,Corner-Brook
1155,02YL000-26528,Lower-Crabb-Brook
1156,02YL000-26529,South-Brook
1157,02YL000-26530,West-Branch
1158,02YL000-26531,Cooks-Brook
1159,02YL000-26532,Trout-Creek
1160,02YL000-26533,Otter-Brook
1161,02YL000-26534,Gales-Brook
1162,02YL000-26535,Upper-Humber-River
1163,02YL000-26536,Humber-River
1164,02YL000-26537,Humber-River
1165,02YL000-26538,Harrimans-Brook
1166,02YL000-26539,Upper-Humber-River
1167,02YL000-26540,Adies-River
1168,02YL000-26541,Spillway
1169,02YL000-26542,Lower-Crabb-Brook
1170,02YL000-26543,Gales-Brook
1171,02YL000-26544,Lower-Crabb-Brook
1172,02YL000-26545,Lower-Crabb-Brook
1173,02YL000-26546,Steady-Brook
1174,02YL000-26547,Upper-Humber-River
1175,02YL000-26548,Upper-Humber-River
1176,02YL000-26549,Upper-Humber-River
1177,02YL000-26550,Goose-Arm-Brook-North
1178,02YL000-26551,Upper-Humber-River
1179,02YL000-26552,Black-Gulch-Brook
1180,02YL000-26553,Crooked-Feeder
1181,02YL000-26554,Corner-Brook
1182,02YL000-26555,Stowbregs-Brook
1183,02YL000-26556,Whites-River
1184,02YL000-26557,Black-Brook
1185,02YL000-26558,Rattler-Brook
1186,02YL000-26559,Harrimans-Brook
1187,02YL000-26560,East-Adies-River
1188,02YL000-26561,Upper-Humber-River
1189,02YL000-26562,East-Adies-River
1190,02YL000-26563,Upper-Humber-River
1191,02YL000-26564,East-Adies-River
1192,02YL000-26565,Adies-River
1193,02YL000-26566,Crooked-Feeder
1194,02YL000-26567,Upper-Humber-River
1195,02YL000-26568,Lower-Crabb-Brook
1196,02YL000-26569,East-Adies-River
1197,02YL000-26570,Northeast-Adies-River
1198,02YL000-26571,Little-Falls-Brook
1199,02YL000-26572,Upper-Humber-River
1200,02YL000-26573,Goose-Arm-Brook
1201,02YL000-26574,Goose-Arm-Brook
1202,02YL000-26575,East-Branch
1203,02YL000-26576,Trout-Creek
1204,02YL000-26577,Humber-River
1205,02YL000-26578,Trout-Brook
1206,02YL000-26579,Big-Tenth-Brook
1207,02YL000-26580,Parsons-Brook
1208,02YL000-26581,Humber-River
1209,02YL000-26582,Liverpool-Brook
1210,02YL000-26583,East-Adies-River
1211,02YL000-26584,Pratts-Brook
1212,02YL000-26585,Adies-River
1213,02YL000-26586,Crooked-Feeder
1214,02YL000-26587,Humber-River
1215,02YL000-26588,Lower-Crabb-Brook
1216,02YL000-26589,Drill-Hole-Brook
1217,02YL000-26590,Upper-Humber-River
1218,02YL000-26591,Transmission-Brook
1219,02YL000-26592,Upper-Humber-River
1220,02YL000-26593,Liverpool-Brook
1221,02YL000-26594,Adies-River
1222,02YL000-26595,Big-Tenth-Brook
1223,02YL000-26596,Liverpool-Brook
1224,02YL000-26597,Whites-River
1225,02YL000-26598,Parsons-Brook
1226,02YL000-26599,Pratts-Brook
1227,02YL000-26600,Harrimans-Brook
1228,02YL000-26601,Birchy-Hill-Brook
1229,02YL000-26602,Matthews-Brook
1230,02YL000-26603,North-Brook
1231,02YL000-26604,Goose-Arm-Brook-North
1232,02YL000-26605,Upper-Humber-River
1233,02YL000-26606,Alder-Brook
1234,02YL000-26607,Taylors-Brook
1235,02YL000-26608,Transmission-Brook
1236,02YL000-26609,Whitefish-Creek
1237,02YL000-26610,Goose-Arm-Brook-North
1238,02YL000-26611,South-Brook
1239,02YL000-26612,Upper-Humber-River
1240,02YL000-26613,East-Adies-River
1241,02YL000-26614,Joes-Brook
1242,02YL000-26615,Crooked-Feeder
1243,02YL000-26616,Corner-Brook
1244,02YL000-26617,Transmission-Brook
1245,02YL000-26618,Steady-Brook
1246,02YL000-26619,Whites-River
1247,02YL000-26620,Whites-River
1248,02YL000-26621,Deadwater-Brook
1249,02YL000-26622,Upper-Humber-River
1250,02YL000-26623,Liverpool-Brook
1251,02YL000-26624,North-Arm-Brook
1252,02YL000-26625,Beaver-Brook
1253,02YL000-26626,Cooks-Brook
1254,02YL000-26627,Rocky-Brook
1255,02YL000-26628,Steady-Brook
1256,02YL000-26629,East-Adies-River
1257,02YL000-26630,Whites-River
1258,02YL000-26631,Ninety-Brook
1259,02YL000-26632,Goose-Arm-Brook-North
1260,02YL000-26633,Whites-River
1261,02YL000-26634,Upper-Humber-River
1262,02YL000-26635,Upper-Humber-River
1263,02YL000-26636,Corner-Brook
1264,02YL000-26637,Upper-Humber-River
1265,02YL000-26638,Crooked-Brook
1266,02YL000-26639,Upper-Humber-River
1267,02YL000-26640,Moose-Brook
1268,02YL000-26641,Upper-Humber-River
1269,02YL000-26642,Whites-River
1270,02YL000-26643,Barachois-Brook
1271,02YL000-26644,Hughes-Brook
1272,02YL000-26645,North-Arm-Brook
1273,02YL000-26646,East-Adies-River
1274,02YL000-26647,North-Arm-Brook
1275,02YL000-26648,Northeast-Adies-River
1276,02YL000-26649,Upper-Humber-River
1277,02YL000-26650,Upper-Humber-River
1278,02YL000-26651,Wigwam-Brook
1279,02YL000-26652,Liverpool-Brook
1280,02YL000-26653,Harrimans-Brook
1281,02YL000-26654,Humber-River
1282,02YL000-26655,Carp-Creek
1283,02YL000-26656,Northeast-Adies-River
1284,02YL000-26657,Clarkes-Brook-West-Branch
1285,02YL000-26658,Middle-Branch
1286,02YL000-26659,Nichols-Brook
1287,02YL000-26660,Drill-Hole-Brook
1288,02YL000-26661,Goose-Arm-Brook
1289,02YL000-26662,Beaver-Brook
1290,02YL000-26663,Goose-Arm-Brook-North
1291,02YL000-26664,Humber-River
1292,02YL000-26665,Taylors-Brook
1293,02YL000-26666,Northeast-Adies-River
1294,02YL000-26667,Upper-Crabb-Brook
1295,02YL000-26668,Upper-Humber-River
1296,02YL000-26669,Black-Brook
1297,02YL000-26670,Upper-Humber-River
1298,02YL000-26671,Humber-River
1299,02YL000-26672,South-Brook
1300,02YL000-26673,Northeast-Adies-River
1301,02YL000-26674,Upper-Humber-River
1302,02YL000-26675,Liverpool-Brook
1303,02YL000-26676,Irishtown-Brook
1304,02YL000-26677,East-Adies-River
1305,02YL000-26678,Adies-River
1306,02YL000-26679,Lower-Crabb-Brook
1307,02YL000-26680,Whites-River
1308,02YL000-26681,Crooked-Feeder
1309,02YL000-26682,Lower-Crabb-Brook
1310,02YL000-26683,Lower-Crabb-Brook
1311,02YL000-26684,Johns-Brook
1312,02YL000-26685,Upper-Humber-River
1313,02YL000-26686,Black-Brook
1314,02YL000-26687,East-Branch
1315,02YL000-26688,Adies-River
1316,02YL000-26689,Whites-River
1317,02YL000-26690,Upper-Humber-River
1318,02YL000-26691,Whites-River
1319,02YL000-26692,Wigwam-Brook
1320,02YL000-26693,East-Adies-River
1321,02YL000-26694,Birchy-Hill-Brook
1322,02YL000-26695,Upper-Humber-River
1323,02YL000-26696,Ninety-Brook
1324,02YL000-26697,East-Adies-River
1325,02YL000-26698,Upper-Humber-River
1326,02YL000-26699,Hughes-Brook
1327,02YL000-26700,Taylors-Brook
1328,02YL000-26701,Taylors-Brook
1329,02YL000-26702,Upper-Humber-River
1330,02YL000-26703,Upper-Humber-River
1331,02YL000-26704,Rocky-Brook
1332,02YL000-26705,Whites-River
1333,02YL000-26706,Ninth-Brook
1334,02YL000-26707,Liverpool-Brook
1335,02YL000-26708,Taylors-Brook
1336,02YL000-26709,Upper-Humber-River
1337,02YL000-26710,Gales-Brook
1338,02YL000-26711,Junction-Brook
1339,02YL000-26712,Lower-Crabb-Brook
1340,02YL000-26713,Moose-Brook
1341,02YL000-26714,Upper-Humber-River
1342,02YL000-26715,Yellow-Marsh-Brook
1343,02YL000-26716,Upper-Humber-River
1344,02YL000-26717,Whites-River
1345,02YL000-26718,Crooked-Brook
1346,02YL000-26719,Cooks-Brook
1347,02YL000-26720,Whites-River
1348,02YL000-26721,Whites-River
1349,02YL000-26722,Hughes-Brook
1350,02YL000-26723,Big-Falls-Brook
1351,02YL000-26724,Salmon-Creek
1352,02YL000-26725,Little-North-Brook
1353,02YL000-26726,Salmon-Creek
1354,02YL000-26727,Goose-Arm-Brook-North
1355,02YL000-26728,Goose-Arm-Brook-North
1356,02YL000-26729,Upper-Humber-River
1357,02YL000-26730,East-Adies-River
1358,02YL000-26731,Penguin-Arm-Brook
1359,02YL000-26732,Upper-Humber-River
1360,02YL000-26733,Goose-Arm-Brook-North
1361,02YL000-26734,Crooked-Feeder
1362,02YL000-26735,Upper-Humber-River
1363,02YL000-26736,Taylors-Brook
1364,02YL000-26737,Gales-Brook
1365,02YL000-26738,Whites-River
1366,02YL000-26739,Northeast-Adies-River
1367,02YL000-26740,Northeast-Adies-River
1368,02YL000-26741,Yellow-Marsh-Brook
1369,02YL000-26742,Goose-Arm-Brook-North
1370,02YL000-26743,Bridgers-Brook
1371,02YL000-26744,Adies-River
1372,02YL000-26745,Upper-Humber-River
1373,02YL000-26746,East-Adies-River
1374,02YL000-26747,Beaver-Brook
1375,02YL000-26748,Middle-Branch
1376,02YL000-26749,Upper-Humber-River
1377,02YL000-26750,Upper-Humber-River
1378,02YL000-26751,Petries-Brook
1379,02YL000-26752,Allens-Brook
1380,02YL000-26753,Gales-Brook
1381,02YL000-26754,Wigwam-Brook
1382,02YL000-26755,East-Adies-River
1383,02YL000-26756,Junction-Brook
1384,02YL000-26757,Gales-Brook
1385,02YL000-26758,Humber-River
1386,02YL000-26759,Salmon-Creek
1387,02YL000-26760,Matthews-Brook
1388,02YL000-26761,North-Brook
1389,02YL000-26762,Whites-River
1390,02YL000-26763,Hughes-Brook
1391,02YL000-26764,East-Branch
1392,02YL000-26765,Transmission-Brook
1393,02YL000-26766,North-Brook
1394,02YL000-26767,Upper-Humber-River
1395,02YL000-26768,Drill-Hole-Brook
1396,02YL000-26769,Northeast-Adies-River
1397,02YL000-26770,Upper-Humber-River
1398,02YL000-26771,Whites-River
1399,02YL000-26772,Black-Brook
1400,02YL000-26773,Northeast-Adies-River
1401,02YL000-26774,Otter-Brook
1402,02YL000-26775,Black-Brook
1403,02YL000-26776,Gillams-Brook
1404,02YL000-26777,Deadwater-Brook
1405,02YL000-26778,Humber-River
1406,02YL000-26779,Upper-Humber-River
1407,02YL000-26780,Upper-Humber-River
1408,02YL000-26781,Whites-River
1409,02YL000-26782,Gales-Brook
1410,02YL000-26783,Hughes-Brook
1411,02YL000-26784,South-Brook
1412,02YL000-26785,West-Rocky-Brook
1413,02YL000-26786,Upper-Humber-River
1414,02YL000-26787,Burnt-Hill-Brook
1415,02YL000-26788,East-Adies-River
1416,02YL000-26789,Hughes-Brook
1417,02YL000-26790,Goose-Arm-Brook
1418,02YL000-26791,Yellow-Marsh-Brook
1419,02YL000-26792,Northeast-Adies-River
1420,02YL000-26793,Deadwater-Brook
1421,02YL000-26794,Upper-Humber-River
1422,02YL000-26795,Upper-Humber-River
1423,02YL000-26796,East-Adies-River
1424,02YL000-26797,Corner-Brook
1425,02YL000-26798,Yellow-Marsh-Brook
1426,02YL000-26799,Upper-Humber-River
1427,02YL000-26800,Upper-Humber-River
1428,02YL000-26801,Rocky-Brook
1429,02YL000-26802,North-Arm-Brook
1430,02YL000-26803,Upper-Humber-River
1431,02YL000-26804,East-Adies-River
1432,02YL000-26805,Humber-River
1433,02YL000-26806,Gales-Brook
1434,02YL000-26807,Liverpool-Brook
1435,02YL000-26808,Trout-Creek
1436,02YL000-26809,Gillams-Brook
1437,02YL000-26810,Upper-Humber-River
