,geometry,junction_id,lon,lat
839,"(-57.127643, 49.5718726)",02YL000-839,-57.127643,49.5718726
840,"(-57.0783476, 49.3765248)",02YL000-840,-57.0783476,49.3765248
841,"(-57.3869654, 49.4000494)",02YL000-841,-57.3869654,49.4000494
842,"(-57.7070742, 49.0648809)",02YL000-842,-57.7070742,49.0648809
843,"(-57.9673567, 49.0795547)",02YL000-843,-57.9673567,49.0795547
844,"(-57.2970471, 49.4488394)",02YL000-844,-57.2970471,49.4488394
845,"(-57.2532339, 49.7165494)",02YL000-845,-57.2532339,49.7165494
846,"(-57.4175912, 49.4878089)",02YL000-846,-57.4175912,49.4878089
847,"(-58.0303356, 49.2082678)",02YL000-847,-58.0303356,49.2082678
848,"(-57.3575156, 49.6129948)",02YL000-848,-57.3575156,49.6129948
849,"(-57.0382972, 49.6723237)",02YL000-849,-57.0382972,49.6723237
850,"(-57.0779559, 49.5128425)",02YL000-850,-57.0779559,49.5128425
851,"(-57.329855, 49.4749615)",02YL000-851,-57.329855,49.4749615
852,"(-57.3912277, 49.6185446)",02YL000-852,-57.3912277,49.6185446
853,"(-57.4697474, 49.6473364)",02YL000-853,-57.4697474,49.6473364
854,"(-56.9344501, 49.5762383)",02YL000-854,-56.9344501,49.5762383
855,"(-57.9815178, 49.2440061)",02YL000-855,-57.9815178,49.2440061
856,"(-57.5095065, 49.579512)",02YL000-856,-57.5095065,49.579512
857,"(-57.4048005, 49.5197549)",02YL000-857,-57.4048005,49.5197549
858,"(-57.3448452, 49.5343247)",02YL000-858,-57.3448452,49.5343247
859,"(-58.0465462, 49.2801335)",02YL000-859,-58.0465462,49.2801335
860,"(-57.1238176, 49.6666147)",02YL000-860,-57.1238176,49.6666147
861,"(-57.5868526, 49.5726198)",02YL000-861,-57.5868526,49.5726198
862,"(-57.2712074, 49.4009272)",02YL000-862,-57.2712074,49.4009272
863,"(-57.3489077, 49.7494105)",02YL000-863,-57.3489077,49.7494105
864,"(-57.5576499, 49.7137959)",02YL000-864,-57.5576499,49.7137959
865,"(-57.8372362, 49.0279324)",02YL000-865,-57.8372362,49.0279324
866,"(-57.5850263, 49.7188345)",02YL000-866,-57.5850263,49.7188345
867,"(-57.5839472, 49.6244812)",02YL000-867,-57.5839472,49.6244812
868,"(-57.2867344, 49.5248506)",02YL000-868,-57.2867344,49.5248506
869,"(-58.074571, 48.8636122)",02YL000-869,-58.074571,48.8636122
870,"(-57.367189, 49.4086836)",02YL000-870,-57.367189,49.4086836
871,"(-57.3466436, 49.7303123)",02YL000-871,-57.3466436,49.7303123
872,"(-57.6485877, 49.6586667)",02YL000-872,-57.6485877,49.6586667
873,"(-57.5133145, 49.0091904)",02YL000-873,-57.5133145,49.0091904
874,"(-57.5112689, 49.5875411)",02YL000-874,-57.5112689,49.5875411
875,"(-57.0810312, 49.4103493)",02YL000-875,-57.0810312,49.4103493
876,"(-57.4213309, 49.4877623)",02YL000-876,-57.4213309,49.4877623
877,"(-57.6471023, 49.5867226)",02YL000-877,-57.6471023,49.5867226
878,"(-57.7912009, 48.9187108)",02YL000-878,-57.7912009,48.9187108
879,"(-57.071053, 49.6532869)",02YL000-879,-57.071053,49.6532869
880,"(-57.2654487, 49.3014)",02YL000-880,-57.2654487,49.3014
881,"(-57.2169013, 49.4266459)",02YL000-881,-57.2169013,49.4266459
882,"(-57.2156489, 49.253665)",02YL000-882,-57.2156489,49.253665
883,"(-57.1159833, 49.5499983)",02YL000-883,-57.1159833,49.5499983
884,"(-57.5797502, 49.558014)",02YL000-884,-57.5797502,49.558014
885,"(-57.3023246, 49.2786206)",02YL000-885,-57.3023246,49.2786206
886,"(-57.2450029, 49.7104365)",02YL000-886,-57.2450029,49.7104365
887,"(-57.7593629, 48.8265689)",02YL000-887,-57.7593629,48.8265689
888,"(-57.1374895, 49.3860339)",02YL000-888,-57.1374895,49.3860339
889,"(-57.3251306, 49.3830192)",02YL000-889,-57.3251306,49.3830192
890,"(-58.1689572, 49.2759383)",02YL000-890,-58.1689572,49.2759383
891,"(-58.1809976, 48.9769868)",02YL000-891,-58.1809976,48.9769868
892,"(-57.722198, 49.046637)",02YL000-892,-57.722198,49.046637
893,"(-57.7722803, 49.1413783)",02YL000-893,-57.7722803,49.1413783
894,"(-57.2271258, 49.4381909)",02YL000-894,-57.2271258,49.4381909
895,"(-57.7581502, 48.8193208)",02YL000-895,-57.7581502,48.8193208
896,"(-56.9855877, 49.635257)",02YL000-896,-56.9855877,49.635257
897,"(-57.1313447, 49.4648328)",02YL000-897,-57.1313447,49.4648328
898,"(-57.0761541, 49.4932664)",02YL000-898,-57.0761541,49.4932664
899,"(-57.1881694, 49.4416365)",02YL000-899,-57.1881694,49.4416365
900,"(-57.4928858, 49.6366353)",02YL000-900,-57.4928858,49.6366353
901,"(-57.3794967, 49.4698346)",02YL000-901,-57.3794967,49.4698346
902,"(-57.5102106, 49.6114622)",02YL000-902,-57.5102106,49.6114622
903,"(-57.4545886, 49.6525804)",02YL000-903,-57.4545886,49.6525804
904,"(-57.5383611, 49.6048892)",02YL000-904,-57.5383611,49.6048892
905,"(-57.2592202, 49.6911569)",02YL000-905,-57.2592202,49.6911569
906,"(-57.6324392, 49.5845886)",02YL000-906,-57.6324392,49.5845886
907,"(-57.3884507, 49.4027599)",02YL000-907,-57.3884507,49.4027599
908,"(-57.9432685, 49.0800648)",02YL000-908,-57.9432685,49.0800648
909,"(-57.2017827, 49.2718023)",02YL000-909,-57.2017827,49.2718023
910,"(-56.9713489, 49.6280223)",02YL000-910,-56.9713489,49.6280223
911,"(-57.537421, 49.6752218)",02YL000-911,-57.537421,49.6752218
912,"(-57.6281312, 49.5996564)",02YL000-912,-57.6281312,49.5996564
913,"(-57.0455065, 49.6657029)",02YL000-913,-57.0455065,49.6657029
914,"(-57.0400779, 49.5658253)",02YL000-914,-57.0400779,49.5658253
915,"(-57.4854581, 49.5834057)",02YL000-915,-57.4854581,49.5834057
916,"(-57.5784045, 48.9785576)",02YL000-916,-57.5784045,48.9785576
917,"(-57.3169362, 49.2880512)",02YL000-917,-57.3169362,49.2880512
918,"(-57.8118834, 48.8725348)",02YL000-918,-57.8118834,48.8725348
919,"(-57.367174, 49.7104618)",02YL000-919,-57.367174,49.7104618
920,"(-57.5007397, 49.6631017)",02YL000-920,-57.5007397,49.6631017
921,"(-57.9901325, 49.0175412)",02YL000-921,-57.9901325,49.0175412
922,"(-57.621475, 49.6907346)",02YL000-922,-57.621475,49.6907346
923,"(-57.9122318, 49.0367033)",02YL000-923,-57.9122318,49.0367033
924,"(-57.4666596, 49.5659503)",02YL000-924,-57.4666596,49.5659503
925,"(-57.3624044, 49.7312593)",02YL000-925,-57.3624044,49.7312593
926,"(-57.4867021, 49.4922748)",02YL000-926,-57.4867021,49.4922748
927,"(-57.6798963, 49.6905866)",02YL000-927,-57.6798963,49.6905866
928,"(-57.947993, 48.9021512)",02YL000-928,-57.947993,48.9021512
929,"(-57.9021431, 49.1098174)",02YL000-929,-57.9021431,49.1098174
930,"(-57.2422769, 49.3984352)",02YL000-930,-57.2422769,49.3984352
931,"(-57.3339134, 49.5219168)",02YL000-931,-57.3339134,49.5219168
932,"(-57.6079008, 49.5635308)",02YL000-932,-57.6079008,49.5635308
933,"(-57.2272091, 49.3947523)",02YL000-933,-57.2272091,49.3947523
934,"(-57.6340257, 49.7486788)",02YL000-934,-57.6340257,49.7486788
935,"(-57.0941727, 49.474823)",02YL000-935,-57.0941727,49.474823
936,"(-57.7393596, 49.2775634)",02YL000-936,-57.7393596,49.2775634
937,"(-57.4413476, 49.5284539)",02YL000-937,-57.4413476,49.5284539
938,"(-57.114787, 49.6251228)",02YL000-938,-57.114787,49.6251228
939,"(-57.55542, 49.2236705)",02YL000-939,-57.55542,49.2236705
940,"(-57.7460349, 48.9522133)",02YL000-940,-57.7460349,48.9522133
941,"(-57.1526164, 49.4674757)",02YL000-941,-57.1526164,49.4674757
942,"(-57.454232, 49.6179195)",02YL000-942,-57.454232,49.6179195
943,"(-57.5764403, 49.5809427)",02YL000-943,-57.5764403,49.5809427
944,"(-57.5249544, 49.6191793)",02YL000-944,-57.5249544,49.6191793
945,"(-57.1832697, 49.2645456)",02YL000-945,-57.1832697,49.2645456
946,"(-57.6227163, 49.6435623)",02YL000-946,-57.6227163,49.6435623
947,"(-57.5634554, 49.5920754)",02YL000-947,-57.5634554,49.5920754
948,"(-57.4787322, 49.6239106)",02YL000-948,-57.4787322,49.6239106
949,"(-57.0846211, 49.6360976)",02YL000-949,-57.0846211,49.6360976
950,"(-57.5297266, 49.4386442)",02YL000-950,-57.5297266,49.4386442
951,"(-57.2982023, 49.2698153)",02YL000-951,-57.2982023,49.2698153
952,"(-57.5972697, 49.6677013)",02YL000-952,-57.5972697,49.6677013
953,"(-57.321616, 49.5704941)",02YL000-953,-57.321616,49.5704941
954,"(-57.6891674, 48.9218988)",02YL000-954,-57.6891674,48.9218988
955,"(-57.4595718, 49.455343)",02YL000-955,-57.4595718,49.455343
956,"(-57.8747311, 49.2443449)",02YL000-956,-57.8747311,49.2443449
957,"(-57.6179753, 49.5873116)",02YL000-957,-57.6179753,49.5873116
958,"(-57.0717411, 49.4683421)",02YL000-958,-57.0717411,49.4683421
959,"(-57.629565, 49.2487766)",02YL000-959,-57.629565,49.2487766
960,"(-58.2370182, 49.026325)",02YL000-960,-58.2370182,49.026325
961,"(-57.0663299, 49.5004965)",02YL000-961,-57.0663299,49.5004965
962,"(-57.524762, 49.6325253)",02YL000-962,-57.524762,49.6325253
963,"(-57.6693612, 49.1621211)",02YL000-963,-57.6693612,49.1621211
964,"(-57.4423022, 49.5389029)",02YL000-964,-57.4423022,49.5389029
965,"(-57.6322536, 49.6654683)",02YL000-965,-57.6322536,49.6654683
966,"(-57.1812634, 49.5228645)",02YL000-966,-57.1812634,49.5228645
967,"(-57.5286356, 49.6178605)",02YL000-967,-57.5286356,49.6178605
968,"(-58.3023993, 49.0168678)",02YL000-968,-58.3023993,49.0168678
969,"(-57.2432618, 49.712013)",02YL000-969,-57.2432618,49.712013
970,"(-57.431249, 49.6222994)",02YL000-970,-57.431249,49.6222994
971,"(-57.757045, 49.3022719)",02YL000-971,-57.757045,49.3022719
972,"(-58.0647313, 49.0353741)",02YL000-972,-58.0647313,49.0353741
973,"(-57.0644787, 49.4914467)",02YL000-973,-57.0644787,49.4914467
974,"(-57.8435464, 48.7691966)",02YL000-974,-57.8435464,48.7691966
975,"(-57.4344473, 49.7052823)",02YL000-975,-57.4344473,49.7052823
976,"(-57.8547153, 49.2224933)",02YL000-976,-57.8547153,49.2224933
977,"(-57.2673169, 49.3988135)",02YL000-977,-57.2673169,49.3988135
978,"(-57.7731971, 48.9086277)",02YL000-978,-57.7731971,48.9086277
979,"(-57.7735115, 49.0754796)",02YL000-979,-57.7735115,49.0754796
980,"(-57.5349314, 49.6289505)",02YL000-980,-57.5349314,49.6289505
981,"(-58.2753057, 49.0540331)",02YL000-981,-58.2753057,49.0540331
982,"(-57.8300781, 48.9030173)",02YL000-982,-57.8300781,48.9030173
983,"(-57.3475668, 49.2455576)",02YL000-983,-57.3475668,49.2455576
984,"(-57.3352926, 49.5909332)",02YL000-984,-57.3352926,49.5909332
985,"(-57.6419646, 49.6480304)",02YL000-985,-57.6419646,49.6480304
986,"(-57.4954608, 49.567787)",02YL000-986,-57.4954608,49.567787
987,"(-57.3723383, 49.5547735)",02YL000-987,-57.3723383,49.5547735
988,"(-57.1135105, 49.6440171)",02YL000-988,-57.1135105,49.6440171
989,"(-57.116344, 49.6568381)",02YL000-989,-57.116344,49.6568381
990,"(-57.1397609, 49.392356)",02YL000-990,-57.1397609,49.392356
991,"(-57.779177, 48.96075)",02YL000-991,-57.779177,48.96075
992,"(-57.3435708, 49.5237241)",02YL000-992,-57.3435708,49.5237241
993,"(-58.0389859, 49.0883045)",02YL000-993,-58.0389859,49.0883045
994,"(-57.6379044, 49.6699716)",02YL000-994,-57.6379044,49.6699716
995,"(-57.2493236, 49.6865542)",02YL000-995,-57.2493236,49.6865542
996,"(-57.6780102, 49.6755924)",02YL000-996,-57.6780102,49.6755924
997,"(-57.8290031, 48.8679263)",02YL000-997,-57.8290031,48.8679263
998,"(-57.2255447, 49.6659606)",02YL000-998,-57.2255447,49.6659606
999,"(-57.2861471, 49.5253535)",02YL000-999,-57.2861471,49.5253535
1000,"(-57.4190147, 49.5157769)",02YL000-1000,-57.4190147,49.5157769
1001,"(-57.6644738, 49.124526)",02YL000-1001,-57.6644738,49.124526
1002,"(-57.7077487, 49.0424887)",02YL000-1002,-57.7077487,49.0424887
1003,"(-57.3981033, 49.5631417)",02YL000-1003,-57.3981033,49.5631417
1004,"(-57.3651944, 49.3985759)",02YL000-1004,-57.3651944,49.3985759
1005,"(-57.5573784, 49.5716082)",02YL000-1005,-57.5573784,49.5716082
1006,"(-57.1066962, 49.6288769)",02YL000-1006,-57.1066962,49.6288769
1007,"(-57.5089908, 49.3039437)",02YL000-1007,-57.5089908,49.3039437
1008,"(-56.9828888, 49.4571651)",02YL000-1008,-56.9828888,49.4571651
1009,"(-57.5427359, 49.4997306)",02YL000-1009,-57.5427359,49.4997306
1010,"(-57.8776518, 48.9289794)",02YL000-1010,-57.8776518,48.9289794
1011,"(-57.0322938, 49.6268869)",02YL000-1011,-57.0322938,49.6268869
1012,"(-57.3891879, 49.6315607)",02YL000-1012,-57.3891879,49.6315607
1013,"(-57.3365773, 49.5931945)",02YL000-1013,-57.3365773,49.5931945
1014,"(-57.6289897, 49.7008486)",02YL000-1014,-57.6289897,49.7008486
1015,"(-57.5688781, 49.6522221)",02YL000-1015,-57.5688781,49.6522221
1016,"(-57.0803076, 49.6151699)",02YL000-1016,-57.0803076,49.6151699
1017,"(-57.2198964, 49.2587791)",02YL000-1017,-57.2198964,49.2587791
1018,"(-57.8528061, 49.0717323)",02YL000-1018,-57.8528061,49.0717323
1019,"(-57.5868541, 49.6815258)",02YL000-1019,-57.5868541,49.6815258
1020,"(-57.075345, 49.5032513)",02YL000-1020,-57.075345,49.5032513
1021,"(-57.737097, 48.9145173)",02YL000-1021,-57.737097,48.9145173
1022,"(-57.6229145, 49.755259)",02YL000-1022,-57.6229145,49.755259
1023,"(-57.6772906, 49.161873)",02YL000-1023,-57.6772906,49.161873
1024,"(-57.5054649, 49.6121932)",02YL000-1024,-57.5054649,49.6121932
1025,"(-57.293698, 49.2021362)",02YL000-1025,-57.293698,49.2021362
1026,"(-58.3622343, 49.127437)",02YL000-1026,-58.3622343,49.127437
1027,"(-57.5228166, 49.5235668)",02YL000-1027,-57.5228166,49.5235668
1028,"(-57.410961, 49.6917436)",02YL000-1028,-57.410961,49.6917436
1029,"(-57.029017, 49.6537962)",02YL000-1029,-57.029017,49.6537962
1030,"(-57.6752778, 49.672952)",02YL000-1030,-57.6752778,49.672952
1031,"(-57.5575775, 49.7243552)",02YL000-1031,-57.5575775,49.7243552
1032,"(-58.2914408, 48.9823041)",02YL000-1032,-58.2914408,48.9823041
1033,"(-57.098496, 49.531101)",02YL000-1033,-57.098496,49.531101
1034,"(-57.3583932, 49.611693)",02YL000-1034,-57.3583932,49.611693
1035,"(-57.282696, 49.6844976)",02YL000-1035,-57.282696,49.6844976
1036,"(-57.1621014, 49.5352896)",02YL000-1036,-57.1621014,49.5352896
1037,"(-57.435005, 49.6350079)",02YL000-1037,-57.435005,49.6350079
1038,"(-57.6016129, 49.565808)",02YL000-1038,-57.6016129,49.565808
1039,"(-57.5404052, 49.5308378)",02YL000-1039,-57.5404052,49.5308378
1040,"(-57.585792, 49.5724197)",02YL000-1040,-57.585792,49.5724197
1041,"(-57.0798986, 49.4706405)",02YL000-1041,-57.0798986,49.4706405
1042,"(-57.3875089, 49.2636378)",02YL000-1042,-57.3875089,49.2636378
1043,"(-57.5069442, 49.6407691)",02YL000-1043,-57.5069442,49.6407691
1044,"(-57.5698519, 49.7011611)",02YL000-1044,-57.5698519,49.7011611
1045,"(-57.230652, 49.273849)",02YL000-1045,-57.230652,49.273849
1046,"(-57.3681019, 49.724454)",02YL000-1046,-57.3681019,49.724454
1047,"(-58.0818101, 48.9182717)",02YL000-1047,-58.0818101,48.9182717
1048,"(-57.0663195, 49.4626433)",02YL000-1048,-57.0663195,49.4626433
1049,"(-57.3401757, 49.5749111)",02YL000-1049,-57.3401757,49.5749111
1050,"(-57.1805706, 49.3095006)",02YL000-1050,-57.1805706,49.3095006
1051,"(-58.1978929, 49.2402106)",02YL000-1051,-58.1978929,49.2402106
1052,"(-57.2222716, 49.2559301)",02YL000-1052,-57.2222716,49.2559301
1053,"(-57.1625124, 49.3617996)",02YL000-1053,-57.1625124,49.3617996
1054,"(-57.4322097, 49.6457596)",02YL000-1054,-57.4322097,49.6457596
1055,"(-58.2320687, 49.0257866)",02YL000-1055,-58.2320687,49.0257866
1056,"(-58.2223187, 49.015192)",02YL000-1056,-58.2223187,49.015192
1057,"(-57.2950422, 49.5408667)",02YL000-1057,-57.2950422,49.5408667
1058,"(-57.8312831, 49.1186723)",02YL000-1058,-57.8312831,49.1186723
1059,"(-57.5495838, 49.5185343)",02YL000-1059,-57.5495838,49.5185343
1060,"(-57.6079859, 49.5593776)",02YL000-1060,-57.6079859,49.5593776
1061,"(-57.6599572, 49.1427711)",02YL000-1061,-57.6599572,49.1427711
1062,"(-57.5994151, 49.6470722)",02YL000-1062,-57.5994151,49.6470722
1063,"(-57.6783508, 49.6079313)",02YL000-1063,-57.6783508,49.6079313
1064,"(-57.0337566, 49.6274128)",02YL000-1064,-57.0337566,49.6274128
1065,"(-57.4843553, 49.5031984)",02YL000-1065,-57.4843553,49.5031984
1066,"(-57.5537916, 49.6043083)",02YL000-1066,-57.5537916,49.6043083
1067,"(-57.1049087, 49.4631885)",02YL000-1067,-57.1049087,49.4631885
1068,"(-57.637818, 49.6518469)",02YL000-1068,-57.637818,49.6518469
1069,"(-57.7587156, 48.8270834)",02YL000-1069,-57.7587156,48.8270834
1070,"(-57.3698788, 49.7468435)",02YL000-1070,-57.3698788,49.7468435
1071,"(-57.7788173, 49.1544518)",02YL000-1071,-57.7788173,49.1544518
1072,"(-57.7908173, 49.2309226)",02YL000-1072,-57.7908173,49.2309226
1073,"(-57.1889377, 49.2796784)",02YL000-1073,-57.1889377,49.2796784
1074,"(-57.557307, 49.7852859)",02YL000-1074,-57.557307,49.7852859
1075,"(-57.4491706, 49.4809966)",02YL000-1075,-57.4491706,49.4809966
1076,"(-57.1144708, 49.4985112)",02YL000-1076,-57.1144708,49.4985112
1077,"(-57.4131898, 49.5331433)",02YL000-1077,-57.4131898,49.5331433
1078,"(-57.5753418, 49.7200103)",02YL000-1078,-57.5753418,49.7200103
1079,"(-57.5481024, 49.6888485)",02YL000-1079,-57.5481024,49.6888485
1080,"(-57.7554081, 48.9915639)",02YL000-1080,-57.7554081,48.9915639
1081,"(-57.5953157, 49.5625467)",02YL000-1081,-57.5953157,49.5625467
1082,"(-57.1306216, 49.3389967)",02YL000-1082,-57.1306216,49.3389967
1083,"(-57.5460445, 49.7067217)",02YL000-1083,-57.5460445,49.7067217
1084,"(-57.6591912, 48.9293294)",02YL000-1084,-57.6591912,48.9293294
1085,"(-56.9824612, 49.658789)",02YL000-1085,-56.9824612,49.658789
1086,"(-57.5065886, 49.6888445)",02YL000-1086,-57.5065886,49.6888445
1087,"(-57.404173, 49.4477187)",02YL000-1087,-57.404173,49.4477187
1088,"(-57.0347756, 49.6772157)",02YL000-1088,-57.0347756,49.6772157
1089,"(-57.1029299, 49.3928721)",02YL000-1089,-57.1029299,49.3928721
1090,"(-57.5818439, 49.5581795)",02YL000-1090,-57.5818439,49.5581795
1091,"(-57.0328404, 49.6828755)",02YL000-1091,-57.0328404,49.6828755
1092,"(-57.2108506, 49.3898557)",02YL000-1092,-57.2108506,49.3898557
1093,"(-57.8812221, 49.0807118)",02YL000-1093,-57.8812221,49.0807118
1094,"(-57.4491082, 49.6304062)",02YL000-1094,-57.4491082,49.6304062
1095,"(-57.8489206, 49.2286691)",02YL000-1095,-57.8489206,49.2286691
1096,"(-57.4234429, 49.4174759)",02YL000-1096,-57.4234429,49.4174759
1097,"(-57.5109034, 49.6577441)",02YL000-1097,-57.5109034,49.6577441
1098,"(-57.1525549, 49.4418895)",02YL000-1098,-57.1525549,49.4418895
1099,"(-57.1108644, 49.5810024)",02YL000-1099,-57.1108644,49.5810024
1100,"(-57.3276056, 49.4151702)",02YL000-1100,-57.3276056,49.4151702
1101,"(-57.0793678, 49.6424744)",02YL000-1101,-57.0793678,49.6424744
1102,"(-57.7370637, 49.0346119)",02YL000-1102,-57.7370637,49.0346119
1103,"(-57.145893, 49.3693705)",02YL000-1103,-57.145893,49.3693705
1104,"(-57.6149839, 49.555016)",02YL000-1104,-57.6149839,49.555016
1105,"(-57.4504627, 49.419177)",02YL000-1105,-57.4504627,49.419177
1106,"(-57.4819016, 49.3011359)",02YL000-1106,-57.4819016,49.3011359
1107,"(-57.7005578, 48.9072876)",02YL000-1107,-57.7005578,48.9072876
1108,"(-57.4129884, 49.6593016)",02YL000-1108,-57.4129884,49.6593016
1109,"(-57.847615, 49.0057861)",02YL000-1109,-57.847615,49.0057861
1110,"(-57.0663427, 49.6733591)",02YL000-1110,-57.0663427,49.6733591
1111,"(-57.7931283, 49.2803745)",02YL000-1111,-57.7931283,49.2803745
1112,"(-57.3533617, 49.297243)",02YL000-1112,-57.3533617,49.297243
1113,"(-57.5, 49.638355)",02YL000-1113,-57.5,49.638355
1114,"(-57.5102823, 49.3034905)",02YL000-1114,-57.5102823,49.3034905
1115,"(-57.7993791, 48.8844597)",02YL000-1115,-57.7993791,48.8844597
1116,"(-57.4248101, 49.6194451)",02YL000-1116,-57.4248101,49.6194451
1117,"(-57.7674083, 49.1725493)",02YL000-1117,-57.7674083,49.1725493
1118,"(-57.3502989, 49.6134148)",02YL000-1118,-57.3502989,49.6134148
1119,"(-57.0753636, 49.662855)",02YL000-1119,-57.0753636,49.662855
1120,"(-57.2909146, 49.6921145)",02YL000-1120,-57.2909146,49.6921145
1121,"(-57.9258006, 49.2762674)",02YL000-1121,-57.9258006,49.2762674
1122,"(-57.0266865, 49.4906552)",02YL000-1122,-57.0266865,49.4906552
1123,"(-57.4604028, 49.5950025)",02YL000-1123,-57.4604028,49.5950025
1124,"(-57.309195, 49.3899759)",02YL000-1124,-57.309195,49.3899759
1125,"(-57.0143403, 49.5264978)",02YL000-1125,-57.0143403,49.5264978
1126,"(-57.725857, 48.9591489)",02YL000-1126,-57.725857,48.9591489
1127,"(-57.6873827, 49.1875785)",02YL000-1127,-57.6873827,49.1875785
1128,"(-57.5115652, 49.4320492)",02YL000-1128,-57.5115652,49.4320492
1129,"(-57.7638007, 49.2605645)",02YL000-1129,-57.7638007,49.2605645
1130,"(-57.7612696, 48.8236675)",02YL000-1130,-57.7612696,48.8236675
1131,"(-57.2798702, 49.469262)",02YL000-1131,-57.2798702,49.469262
1132,"(-57.768104, 48.9851284)",02YL000-1132,-57.768104,48.9851284
1133,"(-57.4197779, 49.4398276)",02YL000-1133,-57.4197779,49.4398276
1134,"(-57.261843, 49.5590351)",02YL000-1134,-57.261843,49.5590351
1135,"(-57.4101275, 49.3594892)",02YL000-1135,-57.4101275,49.3594892
1136,"(-57.5776333, 49.6968452)",02YL000-1136,-57.5776333,49.6968452
1137,"(-57.2246933, 49.2737363)",02YL000-1137,-57.2246933,49.2737363
1138,"(-57.1237345, 49.4813399)",02YL000-1138,-57.1237345,49.4813399
1139,"(-57.5901419, 49.5564687)",02YL000-1139,-57.5901419,49.5564687
1140,"(-58.2648098, 49.0501395)",02YL000-1140,-58.2648098,49.0501395
1141,"(-57.4877614, 49.6129908)",02YL000-1141,-57.4877614,49.6129908
1142,"(-57.0460589, 49.4760561)",02YL000-1142,-57.0460589,49.4760561
1143,"(-57.7833403, 49.0387179)",02YL000-1143,-57.7833403,49.0387179
1144,"(-57.6957944, 49.2852082)",02YL000-1144,-57.6957944,49.2852082
1145,"(-57.5869464, 49.6822483)",02YL000-1145,-57.5869464,49.6822483
1146,"(-57.3326494, 49.5941887)",02YL000-1146,-57.3326494,49.5941887
1147,"(-57.5482036, 49.7657158)",02YL000-1147,-57.5482036,49.7657158
1148,"(-57.3432776, 49.5360975)",02YL000-1148,-57.3432776,49.5360975
1149,"(-57.0110596, 49.5507053)",02YL000-1149,-57.0110596,49.5507053
1150,"(-57.2499021, 49.3941021)",02YL000-1150,-57.2499021,49.3941021
1151,"(-57.6601238, 49.7704705)",02YL000-1151,-57.6601238,49.7704705
1152,"(-57.189852, 49.4454331)",02YL000-1152,-57.189852,49.4454331
1153,"(-57.2800933, 49.5075217)",02YL000-1153,-57.2800933,49.5075217
1154,"(-57.1196255, 49.5428229)",02YL000-1154,-57.1196255,49.5428229
1155,"(-57.170227, 49.6199923)",02YL000-1155,-57.170227,49.6199923
1156,"(-57.2656752, 49.4078444)",02YL000-1156,-57.2656752,49.4078444
1157,"(-57.2413602, 49.2057559)",02YL000-1157,-57.2413602,49.2057559
1158,"(-57.275801, 49.5775659)",02YL000-1158,-57.275801,49.5775659
1159,"(-57.7206536, 48.9066437)",02YL000-1159,-57.7206536,48.9066437
1160,"(-57.8585427, 49.2695123)",02YL000-1160,-57.8585427,49.2695123
1161,"(-57.0528854, 49.4759197)",02YL000-1161,-57.0528854,49.4759197
1162,"(-57.6761563, 49.1368777)",02YL000-1162,-57.6761563,49.1368777
1163,"(-57.6771015, 49.1379456)",02YL000-1163,-57.6771015,49.1379456
1164,"(-57.6796363, 49.598455)",02YL000-1164,-57.6796363,49.598455
1165,"(-57.5314877, 49.0092357)",02YL000-1165,-57.5314877,49.0092357
1166,"(-57.5288268, 49.6275365)",02YL000-1166,-57.5288268,49.6275365
1167,"(-57.1462931, 49.3603919)",02YL000-1167,-57.1462931,49.3603919
1168,"(-57.2279835, 49.4014389)",02YL000-1168,-57.2279835,49.4014389
1169,"(-57.8463009, 48.7773579)",02YL000-1169,-57.8463009,48.7773579
1170,"(-57.2826816, 49.6692763)",02YL000-1170,-57.2826816,49.6692763
1171,"(-57.0517097, 49.5080239)",02YL000-1171,-57.0517097,49.5080239
1172,"(-57.2130728, 49.5256591)",02YL000-1172,-57.2130728,49.5256591
1173,"(-57.4323328, 49.4250948)",02YL000-1173,-57.4323328,49.4250948
1174,"(-57.6577199, 49.0250596)",02YL000-1174,-57.6577199,49.0250596
1175,"(-57.5199416, 49.6269868)",02YL000-1175,-57.5199416,49.6269868
1176,"(-57.5856366, 49.6814756)",02YL000-1176,-57.5856366,49.6814756
1177,"(-57.469611, 49.6454113)",02YL000-1177,-57.469611,49.6454113
1178,"(-57.3396682, 49.5088568)",02YL000-1178,-57.3396682,49.5088568
1179,"(-57.5199813, 49.6327026)",02YL000-1179,-57.5199813,49.6327026
1180,"(-57.96505, 49.0875809)",02YL000-1180,-57.96505,49.0875809
1181,"(-57.7896142, 48.8283134)",02YL000-1181,-57.7896142,48.8283134
1182,"(-57.2025144, 49.6596699)",02YL000-1182,-57.2025144,49.6596699
1183,"(-57.1289598, 49.6051052)",02YL000-1183,-57.1289598,49.6051052
1184,"(-58.0216429, 48.9332268)",02YL000-1184,-58.0216429,48.9332268
1185,"(-57.6877599, 49.6859245)",02YL000-1185,-57.6877599,49.6859245
1186,"(-57.5344811, 49.548221)",02YL000-1186,-57.5344811,49.548221
1187,"(-57.1166947, 49.4141592)",02YL000-1187,-57.1166947,49.4141592
1188,"(-57.4510876, 49.1224283)",02YL000-1188,-57.4510876,49.1224283
1189,"(-57.5964235, 49.6504894)",02YL000-1189,-57.5964235,49.6504894
1190,"(-57.6301477, 49.5580362)",02YL000-1190,-57.6301477,49.5580362
