Effort_Id,DataSetName,SiteName,SiteCode,SiteId,Latitude,Longitude,Date,VolumeFIltered,Sample_Method,Filter size,PrimaryInvestigator,effort_type,Access_Type,Confirmed_Killifish,Group,SubGroup,Technician,Obstruction,Depth,Flow,Other people,RiverName,Measured_with,WaterTemp,DO%,DOmg.L,DO.CH,Sal,C.us.-cm,pH,pH.mV,ORP
salmonid44,Lab2020Salmon,Grey River,GRR,GRR20-1,47.6844,-57.0086,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid45,Lab2020Salmon,Hampden River,HRR,HRR20-1,49.5406,-56.8712,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid46,Lab2020Salmon,Heart's Delight Brook,HDB,HDB20-1,47.7712,-53.4686,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid47,Lab2020Salmon,Indian Bay Brook,IBB,IBB20-1,49.0399,-53.8799,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid48,Lab2020Salmon,Isle aux Morts River,IMR,IMR20-1,47.5946,-59.0058,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid49,Lab2020Salmon,Kelly Brook,KBB,KBB20-1,47.6512,-57.5505,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid50,Lab2020Salmon,Kings Harbour Brook,KHB,KHB20-1,47.6434,-57.5759,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid51,Lab2020Salmon,La Poile River,LPR,LPR20-1,47.7989,-58.3209,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid52,Lab2020Salmon,Little Brook Pond,LBP,LBP20-1,50.55356,-57.375069999999994,,,,,Ian Bradbury,Trapping/eDNA,Car,Y,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid53,Lab2020Salmon,Little Codroy River,LCR,LCR20-1,47.7709,-59.2691,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid54,Lab2020Salmon,Little River,LRR,LRR20-1,47.8504,-55.6996,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid55,Lab2020Salmon,Little Salmonier River (St. Marys Bay),LSB,LSB20-1,47.0374,-53.7499,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid56,Lab2020Salmon,"Manuals, Goose Arm, Bay of Islands",MGI,MGI20-1,49.111470000000004,-57.96041999999999,,,,,Ian Bradbury,eDNA,Car,Y,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid57,Lab2020Salmon,Middle Brook,MBR,MBR20-1,47.6478,-57.8261,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid58,Lab2020Salmon,Middle Brook (Port Blandford),MBB,MBB20-1,48.3565,-54.1633,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid59,Lab2020Salmon,Musgrave Harbour,MHH,MHH20-1,49.44822,-53.942809999999994,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid60,Lab2020Salmon,New Bay River (Leamington River),NBR,NBR20-1,49.321999999999996,-55.3988,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid61,Lab2020Salmon,"Noel's Pond, Stephenville",NPS,NPS20-1,48.55762,-58.535169999999994,,,,,Ian Bradbury,eDNA,Car,Y,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid62,Lab2020Salmon,North Arm River ( Holyrood),NAR,NAR20-1,47.3934,-53.157,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid63,Lab2020Salmon,Northeast River (Fortune Bay),NRB,NRB20-1,47.739090000000004,-55.357969999999995,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid64,Lab2020Salmon,Northwest Brook (Bay le Moine),NBM,NBM20-1,47.6764,-58.6036,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid65,Lab2020Salmon,Northwest Brook (Garcia Bay),NBG,NBG20-1,47.7013,-58.5692,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid66,Lab2020Salmon,Northwest River (Fortune Bay),NRF,NRF20-1,47.7484,-55.39529,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid67,Lab2020Salmon,Parker River,PRR,PRR20-1,51.4972,-55.7322,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid68,Lab2020Salmon,Pipers Hole River,PHR,PHR20-1,47.932590000000005,-54.27274,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid69,Lab2020Salmon,Renews River,RRR,RRR20-1,46.9339,-52.9526,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid70,Lab2020Salmon,Riverhead Brook (West R.) Halls Bay,RBW,RBW20-1,49.4254,-56.1361,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid71,Lab2020Salmon,Salmon Cove River (Trinity Bay),SCR,SCR20-1,48.3934,-53.3053,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid72,Lab2020Salmon,Salmonier Brook (Hermitage Bay),SBH,SBH20-1,47.6846,-55.6779,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid73,Lab2020Salmon,Salmonier River ( Lamaline),SRL,SRL20-1,46.8734,-55.7743,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid74,Lab2020Salmon,Salmonier River (St. Marys Bay),SRM,SRM20-1,47.1657,-53.4512,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid75,Lab2020Salmon,Ship Harbour Brook,SHB,SHB20-1,47.3509,-53.8756,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid76,Lab2020Salmon,Shoal Harbour River,SHR,SHR20-1,48.1822,-53.9862,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid77,Lab2020Salmon,Simm's Brook,SIM,SIM20-1,47.67157,-55.47746,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid78,Lab2020Salmon,Slants River (Stanford),SRS,SRS20-1,49.9522,-57.7541,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid79,Lab2020Salmon,Small Brook Entering Pinchgut Lake,SBE,SBE20-1,48.80192,-58.01081,,,,,Ian Bradbury,eDNA,Car,Y,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid80,Lab2020Salmon,Southeast Brook (Baie D'espoir),SBD,SBD20-1,47.9211,-55.743,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid81,Lab2020Salmon,Spread Eagle River,SER,SER20-1,47.5266,-53.6074,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid82,Lab2020Salmon,"St. John's, Quidi Vidi Lake",SJL,SJL20-1,47.58092,-52.690090000000005,,,,,Ian Bradbury,eDNA,Car,Y,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid83,Lab2020Salmon,Ste. Genevieve River,SGR,SGR20-1,51.1371,-56.7936,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid84,Lab2020Salmon,Tailrace Brook,TBR,TBR20-1,48.0054,-55.78633000000001,,,,,Ian Bradbury,Electrofishing/eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid85,Lab2020Salmon,Terra Nova River,TNR,TNR20-1,48.6688,-54.0042,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid86,Lab2020Salmon,Terrenceville Brook,TRB,TRB20-1,47.6746,-54.6978,,,,,Ian Bradbury,Electrofishing/eDNA/Trapping,Car,Y,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid87,Lab2020Salmon,The Gorge Brook,TGB,TGB20-1,47.659489,-56.705224,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid88,Lab2020Salmon,Tides Brook,TBB,TBB20-1,47.1387,-55.2314,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid89,Lab2020Salmon,Tommy's Arm River,TAR,TAR20-1,49.4649,-55.805,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid90,Lab2020Salmon,Trout River,TRR,TRR20-1,49.4784,-58.1286,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid91,Lab2020Salmon,White Bear River,WBR,WBR20-1,47.7767,-57.2711,,,,,Ian Bradbury,Electrofishing/eDNA,Helicopter,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
salmonid92,Lab2020Salmon,Woodstock River (Pacquet R.),WRR,WRR20-1,49.9655,-55.883,,,,,Ian Bradbury,eDNA,Car,N,DFO,Salmonids,Steve Duffy,,,,,,,,,,,,,,,
eels1,Lab2020Sites,Trout River,TRR,TRR20-1-L,51.64125999,-56.72186201,06-Oct-20,,,,,,,,,,,None,,0.5,,,,,,,,,,,,
eels2,Lab2020Sites,Gilbert River,GIR,GIR20-1-C,52.71099402,-56.329427,07-Oct-20,,,,,,,,,,,None,20.0,0.39,,,,,,,,,,,,
eels3,Lab2020Sites,Shinny's Brook,SBK,SBK20-1-R,52.63253404,-56.42031399,07-Oct-20,,,,,,,,,,,None,26.0,0.63,,,,,,,,,,,,
eels4,Lab2020Sites,Shinny's Brook (Dam),SBB,SBB20-2-L,52.632757999999995,-56.42198199999999,07-Oct-20,,,,,,,,,,,Beaver Dam,32.0,0.21,,,,,,,,,,,,
eels5,Lab2020Sites,St.Charle's River,STC,STC20-1-C,52.23037996,-55.85577697,08-Oct-20,,,,,,,,,,,None,18.0,0.08,,,,,,,,,,,,
eels6,Lab2020Sites,St.Charle's River (Dam),STB,STB20-2-R,52.23090903,-55.85541202,08-Oct-20,,,,,,,,,,,Beaver Dam,,,,,,,,,,,,,,
eels7,Lab2020Sites,Muddy Bay Brook,MDB,MDB20-1-L,53.61685999,-57.03806897,09-Oct-20,,,,,,,,,,,None,82.0,0.66,,,,,,,,,,,,
eels8,Lab2020Sites,Southwest Brook,SWB,SWB20-1-C,53.422183999999994,-57.23534997,09-Oct-20,,,,,,,,,,,None,36.0,0.9,,,,,,,,,,,,
eels9,Lab2020Sites,St. Mary's River,SMR,SMR20-1-R,52.30566303,-55.83927903,10-Oct-20,,,,,,,,,,,None,25.0,1.7,,,,,,,,,,,,
eels10,Lab2020Sites,Forteau,FOR,FOR20-1-L,51.50212099,-56.95287396,11-Oct-20,,,,,,,,,,,None,66.0,0.34,,,,,,,,,,,,
eels11,Lab2020Sites,L'Anse Au Loup (Dam),LLD,LLD20-1-C,51.545266999999996,-56.85797003,11-Oct-20,,,,,,,,,,,Beaver Dam,100.0,0.34,,,,,,,,,,,,
eels12,Lab2020Sites,L'Anse Au Loup,LAL,LAL20-2-R,51.54527698,-56.85493201,11-Oct-20,,,,,,,,,,,None,48.0,0.53,,,,,,,,,,,,
eels13,Lab2020Sites,Pinware River Tributary,PRT,PRT20-1-L,,,12-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels14,Lab2020Sites,L'Anse Amour,LAA,LAA20-1-C,51.47627899,-56.87228699,12-Oct-20,,,,,,,,,,,None,24.0,0.51,,,,,,,,,,,,
eels15,Lab2020Sites,Small creek before town of Pinware,PCC,PCC20-1-R,51.620422999999995,-56.71845099,12-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels16,Lab2020Sites,Parker's River,PBP,PBP20-1-L,51.49701398,-55.73154702,13-Oct-20,,,,,,,,,,,None,30.0,0.51,,,,,,,,,,,,
eels17,Lab2020Sites,Outardes River,OUR,OUR20-1-C,51.48498503,-55.62204097,13-Oct-20,,,,,,,,,,,None,24.0,0.2,,,,,,,,,,,,
eels18,Lab2020Sites,Bartletts River,BAR,BAR20-1-R,,,13-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels19,Lab2020Sites,Northwest Brook by Roddickton,NOR,NOR20-1-L,50.92449998,-56.11226203,14-Oct-20,,,,,,,,,,,None,40.0,0.15,,,,,,,,,,,,
eels20,Lab2020Sites,Rose's Brook,ROB,ROB20-1-C,51.09475002,-56.06770702,14-Oct-20,,,,,,,,,,,None,38.0,0.15,,,,,,,,,,,,
eels21,Lab2020Sites,Pinsent's River,PIR,PIR20-1-R,51.49116199,-55.873414000000004,14-Oct-20,,,,,,,,,,,None,40.0,0.35,,,,,,,,,,,,
eels22,Lab2020Sites,Green Island Brook,GIB,GIB20-1-L,51.39533403,-56.529368999999996,15-Oct-20,,,,,,,,,,,None,60.0,0.95,,,,,,,,,,,,
eels23,Lab2020Sites,Genevieve River,SGR,SGR20-1-C,,,15-Oct-20,,,,,,,,,,,None,26.0,0.38,,,,,,,,,,,,
eels24,Lab2020Sites,Trout River,TRR,TRR20-1-R,51.64133501,-56.72191003,06-Oct-20,,,,,,,,,,,None,,0.3,,,,,,,,,,,,
eels25,Lab2020Sites,Gilbert River,GIR,GIR20-1-L,52.71115403,-56.32917202,07-Oct-20,,,,,,,,,,,None,32.0,0.23,,,,,,,,,,,,
eels26,Lab2020Sites,Shinny's Brook,SBK,SBK20-1-C,52.63246698,-56.42040996,07-Oct-20,,,,,,,,,,,None,26.0,0.3,,,,,,,,,,,,
eels27,Lab2020Sites,Shinny's Brook (Dam),SBB,SBB20-2-R,52.632757999999995,-56.421902,07-Oct-20,,,,,,,,,,,Beaver Dam,24.0,0.07,,,,,,,,,,,,
eels28,Lab2020Sites,St.Charle's River,STC,STC20-1-L,52.23042204,-55.85540003,08-Oct-20,,,,,,,,,,,None,18.0,0.24,,,,,,,,,,,,
eels29,Lab2020Sites,St.Charle's River (Dam),STB,STB20-2-C,,,08-Oct-20,,,,,,,,,,,Beaver Dam,,,,,,,,,,,,,,
eels30,Lab2020Sites,Muddy Bay Brook,MDB,MDB20-1-R,53.61678103,-57.03821599,09-Oct-20,,,,,,,,,,,None,36.0,0.12,,,,,,,,,,,,
eels31,Lab2020Sites,Southwest Brook,SWB,SWB20-1-L,53.42221401,-57.23552196,09-Oct-20,,,,,,,,,,,None,94.0,0.32,,,,,,,,,,,,
eels32,Lab2020Sites,St. Mary's River,SMR,SMR20-1-C,52.30569203,-55.83978396,10-Oct-20,,,,,,,,,,,None,32.0,0.1,,,,,,,,,,,,
eels33,Lab2020Sites,Forteau,FOR,FOR20-1-R,51.50221797,-56.95278796,11-Oct-20,,,,,,,,,,,None,88.0,0.53,,,,,,,,,,,,
eels34,Lab2020Sites,L'Anse Au Loup (Dam),LLD,LLD20-1-L,51.54531604,-56.85794002,11-Oct-20,,,,,,,,,,,Beaver Dam,100.0,0.05,,,,,,,,,,,,
eels35,Lab2020Sites,L'Anse Au Loup,LAL,LAL20-2-C,51.54534403,-56.85492598,11-Oct-20,,,,,,,,,,,None,34.0,0.63,,,,,,,,,,,,
eels36,Lab2020Sites,Pinware River Tributary,PRT,PRT20-1-R,,,12-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels37,Lab2020Sites,L'Anse Amour,LAA,LAA20-1-L,51.47630397,-56.87197401,12-Oct-20,,,,,,,,,,,None,25.0,0.64,,,,,,,,,,,,
eels38,Lab2020Sites,Small creek before town of Pinware,PCC,PCC20-1-C,,,12-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels39,Lab2020Sites,Parker's River,PBP,PBP20-1-R,51.49692002,-55.73159999,13-Oct-20,,,,,,,,,,,None,62.0,0.91,,,,,,,,,,,,
eels40,Lab2020Sites,Outardes River,OUR,OUR20-1-L,51.48497304,-55.62204097,13-Oct-20,,,,,,,,,,,None,46.0,0.3,,,,,,,,,,,,
eels41,Lab2020Sites,Bartletts River,BAR,BAR20-1-C,,,13-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels42,Lab2020Sites,Northwest Brook by Roddickton,NOR,NOR20-1-R,50.92445699,-56.11213203,14-Oct-20,,,,,,,,,,,None,48.0,0.33,,,,,,,,,,,,
eels43,Lab2020Sites,Rose's Brook,ROB,ROB20-1-L,51.094689,-56.06777902,14-Oct-20,,,,,,,,,,,None,56.0,0.24,,,,,,,,,,,,
eels44,Lab2020Sites,Pinsent's River,PIR,PIR20-1-C,51.49117104,-55.873414000000004,14-Oct-20,,,,,,,,,,,None,40.0,0.41,,,,,,,,,,,,
eels45,Lab2020Sites,Green Island Brook,GIB,GIB20-1-R,51.39541701,-56.52949297,15-Oct-20,,,,,,,,,,,None,26.0,1.31,,,,,,,,,,,,
eels46,Lab2020Sites,Genevieve River,SGR,SGR20-1-L,51.137506,-56.795841,15-Oct-20,,,,,,,,,,,None,42.0,0.52,,,,,,,,,,,,
eels47,Lab2020Sites,Trout River,TRR,TRR20-1-C,51.64134096,-56.72191899999999,06-Oct-20,,,,,,,,,,,None,,0.8,,,,,,,,,,,,
eels48,Lab2020Sites,Gilbert River,GIR,GIR20-1-R,52.71107197,-56.32894898,07-Oct-20,,,,,,,,,,,None,26.0,0.26,,,,,,,,,,,,
eels49,Lab2020Sites,Shinny's Brook,SBK,SBK20-1-L,52.63240898,-56.42031399,07-Oct-20,,,,,,,,,,,None,20.0,0.71,,,,,,,,,,,,
eels50,Lab2020Sites,Shinny's Brook (Dam),SBB,SBB20-2-C,52.632709,-56.421914,07-Oct-20,,,,,,,,,,,Beaver Dam,22.0,0.18,,,,,,,,,,,,
eels51,Lab2020Sites,St.Charle's River,STC,STC20-1-R,52.23069596,-55.85549802,08-Oct-20,,,,,,,,,,,None,14.0,0.1,,,,,,,,,,,,
eels52,Lab2020Sites,St.Charle's River (Dam),STB,STB20-2-L,,,08-Oct-20,,,,,,,,,,,Beaver Dam,,,,,,,,,,,,,,
eels53,Lab2020Sites,Muddy Bay Brook,MDB,MDB20-1-C,53.61623897,-57.03702098,09-Oct-20,,,,,,,,,,,None,36.0,0.5,,,,,,,,,,,,
eels54,Lab2020Sites,Southwest Brook,SWB,SWB20-1-R,53.42206799,-57.23561802,09-Oct-20,,,,,,,,,,,None,44.0,0.52,,,,,,,,,,,,
eels55,Lab2020Sites,St. Mary's River,SMR,SMR20-1-L,52.30534896,-55.83975898,10-Oct-20,,,,,,,,,,,None,30.0,1.3,,,,,,,,,,,,
eels56,Lab2020Sites,Forteau,FOR,FOR20-1-C,51.50218796,-56.95288603,11-Oct-20,,,,,,,,,,,None,78.0,0.55,,,,,,,,,,,,
eels57,Lab2020Sites,L'Anse Au Loup (Dam),LLD,LLD20-1-R,51.545353000000006,-56.85791697,11-Oct-20,,,,,,,,,,,Beaver Dam,100.0,0.07,,,,,,,,,,,,
eels58,Lab2020Sites,L'Anse Au Loup,LAL,LAL20-2-L,51.54542902,-56.85503804,11-Oct-20,,,,,,,,,,,None,28.0,0.72,,,,,,,,,,,,
eels59,Lab2020Sites,Pinware River Tributary,PRT,PRT20-1-C,,,12-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels60,Lab2020Sites,L'Anse Amour,LAA,LAA20-1-R,51.47625301,-56.87226201,12-Oct-20,,,,,,,,,,,None,15.0,0.64,,,,,,,,,,,,
eels61,Lab2020Sites,Small creek before town of Pinware,PCC,PCC20-1-L,,,12-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels62,Lab2020Sites,Parker's River,PBP,PBP20-1-C,51.49701398,-55.73166504,13-Oct-20,,,,,,,,,,,None,36.0,0.6,,,,,,,,,,,,
eels63,Lab2020Sites,Outardes River,OUR,OUR20-1-R,51.48497304,-55.62204097,13-Oct-20,,,,,,,,,,,None,34.0,0.25,,,,,,,,,,,,
eels64,Lab2020Sites,Bartletts River,BAR,BAR20-1-L,,,13-Oct-20,,,,,,,,,,,None,,,,,,,,,,,,,,
eels65,Lab2020Sites,Northwest Brook by Roddickton,NOR,NOR20-1-C,50.92443402,-56.11223403,14-Oct-20,,,,,,,,,,,None,36.0,0.36,,,,,,,,,,,,
eels66,Lab2020Sites,Rose's Brook,ROB,ROB20-1-R,51.09471397,-56.06786904,14-Oct-20,,,,,,,,,,,None,40.0,0.4,,,,,,,,,,,,
eels67,Lab2020Sites,Pinsent's River,PIR,PIR20-1-L,51.49117104,-55.873414000000004,14-Oct-20,,,,,,,,,,,None,16.0,0.26,,,,,,,,,,,,
eels68,Lab2020Sites,Green Island Brook,GIB,GIB20-1-C,51.39551098,-56.52965399,15-Oct-20,,,,,,,,,,,None,30.0,0.76,,,,,,,,,,,,
eels69,Lab2020Sites,Genevieve River,SGR,SGR20-1-R,,,15-Oct-20,,,,,,,,,,,None,48.0,0.87,,,,,,,,,,,,
waterchem1,Lab2020WatChem,Trout River,TRR,TRR20-1-L,51.64125999,-56.72186201,06-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Trout River,SONDE,9.11,71.5,8.22,100.2,0.01,0.017,6.27,47.2,144.8
waterchem2,Lab2020WatChem,Gilbert River,GIR,GIR20-1-C,52.71099402,-56.329427,07-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Gilbert River,SONDE,10.1,90.8,10.2,100.2,0.01,0.02,6.62,36.3,166.6
waterchem3,Lab2020WatChem,Shinny's Brook,SBK,SBK20-1-R,52.63253404,-56.42031399,07-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Shinny's Brook,SONDE,10.49,92.5,10.24,,0.0,0.0,5.91,69.4,216.8
waterchem4,Lab2020WatChem,Shinny's Brook (Dam),SBB,SBB20-2-L,52.632757999999995,-56.42198199999999,07-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Shinny's Brook (Dam),SONDE,10.5,92.2,10.29,100.2,0.01,0.022000000000000002,5.73,77.2,210.2
waterchem5,Lab2020WatChem,St.Charle's River,STC,STC20-1-C,52.23037996,-55.85577697,08-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",St.Charle's River,SONDE,11.1,127.8,114.07,99.2,0.01,0.017,6.17,53.8,160.6
waterchem6,Lab2020WatChem,St.Charle's River (Dam),STB,STB20-2-R,52.23090903,-55.85541202,08-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",St.Charle's River (Dam),SONDE,,,,,,,,,
waterchem7,Lab2020WatChem,Muddy Bay Brook,MDB,MDB20-1-L,53.61685999,-57.03806897,09-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Muddy Bay Brook,SONDE,8.67,141.1,16.08,100.2,0.01,0.023,6.03,62.4,230.1
waterchem8,Lab2020WatChem,Southwest Brook,SWB,SWB20-1-C,53.422183999999994,-57.23534997,09-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Southwest Brook,SONDE,8.7,147.5,17.0,99.2,0.01,0.024,6.7,24.0,174.1
waterchem9,Lab2020WatChem,St. Mary's River,SMR,SMR20-1-R,52.30566303,-55.83927903,10-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",St. Mary's River,SONDE,7.8,122.4,14.59,80.8,0.01,0.018000000000000002,5.53,88.2,164.4
waterchem10,Lab2020WatChem,Forteau,FOR,FOR20-1-L,51.50212099,-56.95287396,11-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Forteau,SONDE,9.59,145.6,16.57,84.9,0.01,0.031,6.92,12.3,177.6
waterchem11,Lab2020WatChem,L'Anse Au Loup (Dam),LLD,LLD20-1-C,51.545266999999996,-56.85797003,11-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",L'Anse Au Loup (At Dam),SONDE,8.3,127.1,14.92,73.7,0.02,0.039,7.03,5.5,203.0
waterchem12,Lab2020WatChem,L'Anse Au Loup,LAL,LAL20-2-R,51.54527698,-56.85493201,11-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",L'Anse Au Loup,SONDE,7.94,137.3,16.26,74.7,0.02,0.039,7.15,0.9,202.0
waterchem13,Lab2020WatChem,Pinware River Tributary,PRT,PRT20-1-L,,,12-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",Pinware River Tributary,SONDE,5.62,125.0,16.95,68.6,0.0,0.002,5.69,81.7,180.5
waterchem14,Lab2020WatChem,L'Anse Amour,LAA,LAA20-1-C,51.47627899,-56.87228699,12-Oct-20,,,,Tom Bird,Chemistry,,,DFO,Aquatic Ecosystems,Chelsea Bloom,,,,"Art Walsh, Saraphina Henderson",L'Anse Amour,SONDE,6.02,116.2,14.23,61.4,0.09,0.19899999999999998,7.51,-20.2,156.8
